1686400910.228356 Coordinates x=1304 px, y=758 px
1686400910.2493572 Coordinates x=1307 px, y=756 px
1686400910.2653508 Coordinates x=1307 px, y=756 px
1686400910.2804847 Coordinates x=1310 px, y=753 px
1686400910.2952306 Coordinates x=1310 px, y=753 px
1686400910.3112328 Coordinates x=1310 px, y=753 px
1686400910.3271441 Coordinates x=1309 px, y=743 px
1686400910.3432236 Coordinates x=1314 px, y=730 px
1686400910.3592331 Coordinates x=1314 px, y=730 px
1686400910.3751254 Coordinates x=1314 px, y=730 px
1686400910.390634 Coordinates x=1320 px, y=719 px
1686400910.4056344 Coordinates x=1320 px, y=719 px
1686400910.421821 Coordinates x=1322 px, y=714 px
1686400910.4374647 Coordinates x=1322 px, y=714 px
1686400910.453483 Coordinates x=1323 px, y=709 px
1686400910.4694958 Coordinates x=1323 px, y=709 px
1686400910.485526 Coordinates x=1323 px, y=706 px
1686400910.5007842 Coordinates x=1323 px, y=706 px
1686400910.5167634 Coordinates x=1321 px, y=704 px
1686400910.5321236 Coordinates x=1321 px, y=704 px
1686400910.548114 Coordinates x=1320 px, y=704 px
1686400910.564123 Coordinates x=1320 px, y=704 px
1686400910.579541 Coordinates x=1320 px, y=703 px
1686400910.594896 Coordinates x=1320 px, y=703 px
1686400910.6105478 Coordinates x=1308 px, y=690 px
1686400910.6256802 Coordinates x=1308 px, y=690 px
1686400910.641097 Coordinates x=1194 px, y=678 px
1686400910.656946 Coordinates x=1194 px, y=678 px
1686400910.6725698 Coordinates x=1194 px, y=678 px
1686400910.6886964 Coordinates x=607 px, y=693 px
1686400910.7038438 Coordinates x=607 px, y=693 px
1686400910.7197423 Coordinates x=469 px, y=675 px
1686400910.7348714 Coordinates x=469 px, y=675 px
1686400910.7507808 Coordinates x=394 px, y=674 px
1686400910.7659106 Coordinates x=394 px, y=674 px
1686400910.7816622 Coordinates x=357 px, y=679 px
1686400910.7970014 Coordinates x=357 px, y=679 px
1686400910.8121583 Coordinates x=311 px, y=687 px
1686400910.8280485 Coordinates x=311 px, y=687 px
1686400910.8440516 Coordinates x=244 px, y=675 px
1686400910.8594303 Coordinates x=244 px, y=675 px
1686400910.8753042 Coordinates x=196 px, y=674 px
1686400910.8910258 Coordinates x=196 px, y=674 px
1686400910.906548 Coordinates x=196 px, y=674 px
1686400910.9219162 Coordinates x=171 px, y=669 px
1686400910.937064 Coordinates x=171 px, y=669 px
1686400910.9530292 Coordinates x=145 px, y=668 px
1686400910.9679954 Coordinates x=145 px, y=668 px
1686400910.983886 Coordinates x=128 px, y=674 px
1686400910.9999225 Coordinates x=128 px, y=674 px
1686400911.0157542 Coordinates x=109 px, y=685 px
1686400911.0317454 Coordinates x=109 px, y=685 px
1686400911.0466087 Coordinates x=91 px, y=692 px
1686400911.0618799 Coordinates x=91 px, y=692 px
1686400911.0770745 Coordinates x=91 px, y=692 px
1686400911.0928326 Coordinates x=75 px, y=696 px
1686400911.1080186 Coordinates x=75 px, y=696 px
1686400911.123887 Coordinates x=74 px, y=699 px
1686400911.1390164 Coordinates x=74 px, y=699 px
1686400911.1548023 Coordinates x=74 px, y=699 px
1686400911.1712635 Coordinates x=74 px, y=699 px
1686400911.1866593 Coordinates x=74 px, y=699 px
1686400911.2018523 Coordinates x=74 px, y=699 px
1686400911.21759 Coordinates x=112 px, y=690 px
1686400911.23411 Coordinates x=112 px, y=690 px
1686400911.2496357 Coordinates x=181 px, y=666 px
1686400911.2655401 Coordinates x=181 px, y=666 px
1686400911.281106 Coordinates x=200 px, y=665 px
1686400911.2965615 Coordinates x=200 px, y=665 px
1686400911.3123348 Coordinates x=202 px, y=666 px
1686400911.3278644 Coordinates x=202 px, y=666 px
1686400911.3438647 Coordinates x=209 px, y=660 px
1686400911.3586035 Coordinates x=209 px, y=660 px
1686400911.3742588 Coordinates x=209 px, y=660 px
1686400911.390149 Coordinates x=220 px, y=652 px
1686400911.4063447 Coordinates x=220 px, y=652 px
1686400911.4215283 Coordinates x=232 px, y=640 px
1686400911.4367852 Coordinates x=232 px, y=640 px
1686400911.452012 Coordinates x=258 px, y=616 px
1686400911.4680853 Coordinates x=258 px, y=616 px
1686400911.4832182 Coordinates x=322 px, y=589 px
1686400911.4993334 Coordinates x=322 px, y=589 px
1686400911.5151436 Coordinates x=398 px, y=564 px
1686400911.5303965 Coordinates x=398 px, y=564 px
1686400911.5457594 Coordinates x=434 px, y=541 px
1686400911.5617785 Coordinates x=434 px, y=541 px
1686400911.5778174 Coordinates x=451 px, y=539 px
1686400911.5934007 Coordinates x=451 px, y=539 px
1686400911.6088657 Coordinates x=451 px, y=539 px
1686400911.6238742 Coordinates x=502 px, y=519 px
1686400911.6396897 Coordinates x=502 px, y=519 px
1686400911.654998 Coordinates x=689 px, y=459 px
1686400911.6702592 Coordinates x=689 px, y=459 px
1686400911.6854403 Coordinates x=739 px, y=457 px
1686400911.7014706 Coordinates x=739 px, y=457 px
1686400911.7164245 Coordinates x=804 px, y=443 px
1686400911.7324252 Coordinates x=804 px, y=443 px
1686400911.7479167 Coordinates x=809 px, y=444 px
1686400911.763197 Coordinates x=809 px, y=444 px
1686400911.7792106 Coordinates x=807 px, y=442 px
1686400911.7953196 Coordinates x=807 px, y=442 px
1686400911.8110166 Coordinates x=816 px, y=439 px
1686400911.826303 Coordinates x=816 px, y=439 px
1686400911.842201 Coordinates x=816 px, y=439 px
