1686398338.666808 Coordinates x=1610 px, y=570 px
1686398338.6899073 Coordinates x=1613 px, y=570 px
1686398338.7056851 Coordinates x=1613 px, y=570 px
1686398338.7205994 Coordinates x=1613 px, y=570 px
1686398338.7362938 Coordinates x=1614 px, y=570 px
1686398338.7520769 Coordinates x=1614 px, y=570 px
1686398338.7677274 Coordinates x=1615 px, y=568 px
1686398338.7832618 Coordinates x=1615 px, y=568 px
1686398338.7986212 Coordinates x=1615 px, y=568 px
1686398338.8142977 Coordinates x=1615 px, y=568 px
1686398338.8298776 Coordinates x=1615 px, y=568 px
1686398338.844785 Coordinates x=1615 px, y=568 px
1686398338.859929 Coordinates x=1615 px, y=568 px
1686398338.8753207 Coordinates x=1615 px, y=567 px
1686398338.8906913 Coordinates x=1615 px, y=567 px
1686398338.9063742 Coordinates x=1617 px, y=567 px
1686398338.9217756 Coordinates x=1617 px, y=567 px
1686398338.9372492 Coordinates x=1706 px, y=571 px
1686398338.9529476 Coordinates x=1706 px, y=571 px
1686398338.9691303 Coordinates x=1775 px, y=585 px
1686398338.984768 Coordinates x=1775 px, y=585 px
1686398339.0002956 Coordinates x=1835 px, y=600 px
1686398339.016106 Coordinates x=1835 px, y=600 px
1686398339.031958 Coordinates x=1902 px, y=606 px
1686398339.0479136 Coordinates x=1902 px, y=606 px
1686398339.063433 Coordinates x=1915 px, y=609 px
1686398339.078919 Coordinates x=1915 px, y=609 px
1686398339.0938232 Coordinates x=1935 px, y=617 px
1686398339.1094103 Coordinates x=1935 px, y=617 px
1686398339.1253972 Coordinates x=1935 px, y=617 px
1686398339.140799 Coordinates x=1839 px, y=604 px
1686398339.1567993 Coordinates x=1839 px, y=604 px
1686398339.1723354 Coordinates x=1044 px, y=506 px
1686398339.1876085 Coordinates x=1044 px, y=506 px
1686398339.2030797 Coordinates x=865 px, y=468 px
1686398339.2189703 Coordinates x=865 px, y=468 px
1686398339.2350254 Coordinates x=838 px, y=460 px
1686398339.2502062 Coordinates x=838 px, y=460 px
1686398339.2656267 Coordinates x=822 px, y=445 px
1686398339.2808352 Coordinates x=822 px, y=445 px
1686398339.296789 Coordinates x=705 px, y=406 px
1686398339.3127506 Coordinates x=705 px, y=406 px
1686398339.328771 Coordinates x=620 px, y=387 px
1686398339.3443737 Coordinates x=620 px, y=387 px
1686398339.359517 Coordinates x=620 px, y=387 px
1686398339.3749619 Coordinates x=590 px, y=374 px
1686398339.3908432 Coordinates x=590 px, y=374 px
1686398339.4060018 Coordinates x=568 px, y=364 px
1686398339.4213443 Coordinates x=568 px, y=364 px
1686398339.436768 Coordinates x=550 px, y=361 px
1686398339.452154 Coordinates x=550 px, y=361 px
1686398339.4677973 Coordinates x=540 px, y=358 px
1686398339.483534 Coordinates x=540 px, y=358 px
1686398339.4994578 Coordinates x=510 px, y=359 px
1686398339.5154567 Coordinates x=510 px, y=359 px
1686398339.5305657 Coordinates x=498 px, y=356 px
1686398339.545866 Coordinates x=498 px, y=356 px
1686398339.5615203 Coordinates x=477 px, y=354 px
1686398339.5774627 Coordinates x=477 px, y=354 px
1686398339.5936608 Coordinates x=477 px, y=354 px
1686398339.6098177 Coordinates x=467 px, y=350 px
1686398339.6253383 Coordinates x=467 px, y=350 px
1686398339.6408088 Coordinates x=453 px, y=344 px
1686398339.6565194 Coordinates x=453 px, y=344 px
1686398339.6723828 Coordinates x=435 px, y=339 px
1686398339.6877253 Coordinates x=435 px, y=339 px
1686398339.7041922 Coordinates x=433 px, y=337 px
1686398339.7202885 Coordinates x=433 px, y=337 px
1686398339.7355382 Coordinates x=433 px, y=336 px
1686398339.751811 Coordinates x=433 px, y=336 px
1686398339.7668364 Coordinates x=438 px, y=333 px
1686398339.7828608 Coordinates x=438 px, y=333 px
1686398339.798147 Coordinates x=451 px, y=330 px
1686398339.8138576 Coordinates x=451 px, y=330 px
1686398339.829142 Coordinates x=463 px, y=329 px
1686398339.8457057 Coordinates x=463 px, y=329 px
1686398339.8615127 Coordinates x=463 px, y=329 px
1686398339.877621 Coordinates x=481 px, y=321 px
1686398339.8936353 Coordinates x=497 px, y=312 px
1686398339.909631 Coordinates x=497 px, y=312 px
1686398339.9257317 Coordinates x=497 px, y=312 px
1686398339.9413373 Coordinates x=509 px, y=306 px
1686398339.9574344 Coordinates x=509 px, y=306 px
1686398339.9734383 Coordinates x=523 px, y=306 px
1686398339.9894369 Coordinates x=523 px, y=306 px
1686398340.005389 Coordinates x=536 px, y=310 px
1686398340.0213504 Coordinates x=536 px, y=310 px
1686398340.0373342 Coordinates x=536 px, y=310 px
1686398340.053404 Coordinates x=536 px, y=310 px
1686398340.0694044 Coordinates x=533 px, y=310 px
1686398340.0854049 Coordinates x=533 px, y=310 px
