1687695948.1235042 Coordinates x=1287 px, y=169 px
1687695948.1545682 Coordinates x=1287 px, y=169 px
1687695948.1774714 Coordinates x=1295 px, y=166 px
1687695948.1935935 Coordinates x=1300 px, y=165 px
1687695948.208641 Coordinates x=1300 px, y=165 px
1687695948.224558 Coordinates x=1308 px, y=162 px
1687695948.240258 Coordinates x=1308 px, y=162 px
1687695948.256281 Coordinates x=1311 px, y=159 px
1687695948.272242 Coordinates x=1311 px, y=159 px
1687695948.2874148 Coordinates x=1314 px, y=158 px
1687695948.303484 Coordinates x=1314 px, y=158 px
1687695948.3243773 Coordinates x=1315 px, y=158 px
1687695948.3400893 Coordinates x=1315 px, y=158 px
1687695948.3557086 Coordinates x=1319 px, y=158 px
1687695948.3713412 Coordinates x=1319 px, y=158 px
1687695948.3875325 Coordinates x=1325 px, y=163 px
1687695948.40324 Coordinates x=1325 px, y=163 px
1687695948.4188612 Coordinates x=1328 px, y=166 px
1687695948.4344838 Coordinates x=1328 px, y=166 px
1687695948.4501796 Coordinates x=1328 px, y=166 px
1687695948.465679 Coordinates x=1333 px, y=167 px
1687695948.48135 Coordinates x=1333 px, y=167 px
1687695948.4974637 Coordinates x=1341 px, y=168 px
1687695948.5131183 Coordinates x=1341 px, y=168 px
1687695948.5287414 Coordinates x=1353 px, y=170 px
1687695948.5443647 Coordinates x=1353 px, y=170 px
1687695948.5599928 Coordinates x=1360 px, y=170 px
1687695948.575733 Coordinates x=1360 px, y=170 px
1687695948.5918581 Coordinates x=1367 px, y=156 px
1687695948.607632 Coordinates x=1367 px, y=156 px
1687695948.6231716 Coordinates x=1371 px, y=125 px
1687695948.6388943 Coordinates x=1371 px, y=125 px
1687695948.654497 Coordinates x=1365 px, y=86 px
1687695948.6700509 Coordinates x=1365 px, y=86 px
1687695948.685826 Coordinates x=1368 px, y=67 px
1687695948.701664 Coordinates x=1368 px, y=67 px
1687695948.7171016 Coordinates x=1368 px, y=67 px
1687695948.7327728 Coordinates x=1372 px, y=55 px
1687695948.7478228 Coordinates x=1372 px, y=55 px
1687695948.7628942 Coordinates x=1372 px, y=48 px
1687695948.7782848 Coordinates x=1372 px, y=48 px
1687695948.7935193 Coordinates x=1369 px, y=41 px
1687695948.8089423 Coordinates x=1369 px, y=41 px
1687695948.8249288 Coordinates x=1362 px, y=35 px
1687695948.8404126 Coordinates x=1362 px, y=35 px
1687695948.8558786 Coordinates x=1350 px, y=29 px
1687695948.8710163 Coordinates x=1350 px, y=29 px
1687695948.8864443 Coordinates x=1350 px, y=29 px
1687695948.9019313 Coordinates x=1348 px, y=26 px
1687695948.917171 Coordinates x=1348 px, y=26 px
1687695948.9324114 Coordinates x=1342 px, y=22 px
1687695948.9597816 Coordinates x=1342 px, y=22 px
1687695948.9755995 Coordinates x=1340 px, y=20 px
1687695948.9904106 Coordinates x=1339 px, y=19 px
1687695949.006464 Coordinates x=1339 px, y=19 px
1687695949.0216386 Coordinates x=1339 px, y=18 px
1687695949.0368192 Coordinates x=1339 px, y=18 px
1687695949.0523918 Coordinates x=1339 px, y=18 px
1687695949.067795 Coordinates x=1339 px, y=17 px
1687695949.0917883 Coordinates x=1339 px, y=17 px
1687695949.1078835 Coordinates x=1340 px, y=16 px
1687695949.122884 Coordinates x=1342 px, y=15 px
1687695949.138364 Coordinates x=1342 px, y=15 px
1687695949.1531763 Coordinates x=1342 px, y=15 px
1687695949.1692874 Coordinates x=1342 px, y=14 px
1687695949.1844587 Coordinates x=1342 px, y=14 px
1687695949.207986 Coordinates x=1335 px, y=12 px
1687695949.2237556 Coordinates x=1310 px, y=9 px
1687695949.2398002 Coordinates x=1310 px, y=9 px
1687695949.2552533 Coordinates x=1276 px, y=6 px
1687695949.2705119 Coordinates x=1276 px, y=6 px
1687695949.2861342 Coordinates x=1276 px, y=6 px
1687695949.3013535 Coordinates x=1249 px, y=5 px
1687695949.317179 Coordinates x=1249 px, y=5 px
1687695949.3324804 Coordinates x=1216 px, y=3 px
1687695949.3480422 Coordinates x=1216 px, y=3 px
1687695949.3631475 Coordinates x=1203 px, y=3 px
1687695949.3755798 Coordinates x=1203 px, y=3 px
1687695949.3914568 Coordinates x=1191 px, y=2 px
1687695949.407272 Coordinates x=1191 px, y=2 px
1687695949.4225442 Coordinates x=1183 px, y=2 px
1687695949.438214 Coordinates x=1183 px, y=2 px
1687695949.453408 Coordinates x=1182 px, y=2 px
1687695949.4692252 Coordinates x=1182 px, y=2 px
1687695949.484711 Coordinates x=1185 px, y=1 px
1687695949.500541 Coordinates x=1185 px, y=1 px
1687695949.5163236 Coordinates x=1185 px, y=1 px
1687695949.5321612 Coordinates x=1200 px, y=1 px
1687695949.5472565 Coordinates x=1200 px, y=1 px
1687695949.5631588 Coordinates x=1222 px, y=1 px
1687695949.579057 Coordinates x=1222 px, y=1 px
1687695949.5950413 Coordinates x=1247 px, y=0 px
1687695949.6108158 Coordinates x=1247 px, y=0 px
1687695949.6269317 Coordinates x=1261 px, y=0 px
1687695949.6429317 Coordinates x=1261 px, y=0 px
1687695949.6586692 Coordinates x=1284 px, y=0 px
1687695949.6743793 Coordinates x=1284 px, y=0 px
1687695949.6899064 Coordinates x=1298 px, y=0 px
1687695949.7059042 Coordinates x=1298 px, y=0 px
1687695949.721966 Coordinates x=1319 px, y=0 px
1687695949.7371058 Coordinates x=1319 px, y=0 px
1687695949.7531524 Coordinates x=1340 px, y=0 px
1687695949.7689586 Coordinates x=1340 px, y=0 px
1687695949.7846334 Coordinates x=1340 px, y=0 px
1687695949.8006063 Coordinates x=1357 px, y=0 px
1687695949.82614 Coordinates x=1357 px, y=0 px
1687695949.8418677 Coordinates x=1386 px, y=0 px
1687695949.8574455 Coordinates x=1425 px, y=0 px
1687695949.8729165 Coordinates x=1425 px, y=0 px
1687695949.8889523 Coordinates x=1455 px, y=0 px
1687695949.9046543 Coordinates x=1455 px, y=0 px
1687695949.9203844 Coordinates x=1455 px, y=0 px
1687695949.9358647 Coordinates x=1487 px, y=0 px
1687695949.951661 Coordinates x=1487 px, y=0 px
1687695949.9672034 Coordinates x=1515 px, y=0 px
1687695949.9829218 Coordinates x=1515 px, y=0 px
