1686396100.9658508 Coordinates x=1323 px, y=421 px
1686396100.9808211 Coordinates x=1329 px, y=418 px
1686396100.996234 Coordinates x=1329 px, y=418 px
1686396101.0111132 Coordinates x=1329 px, y=418 px
1686396101.0263808 Coordinates x=1331 px, y=416 px
1686396101.0418327 Coordinates x=1331 px, y=416 px
1686396101.0569863 Coordinates x=1331 px, y=411 px
1686396101.0724564 Coordinates x=1331 px, y=411 px
1686396101.0880382 Coordinates x=1331 px, y=408 px
1686396101.1035078 Coordinates x=1331 px, y=408 px
1686396101.1196535 Coordinates x=1331 px, y=399 px
1686396101.1355093 Coordinates x=1331 px, y=399 px
1686396101.1515343 Coordinates x=1331 px, y=399 px
1686396101.1672256 Coordinates x=1331 px, y=399 px
1686396101.183234 Coordinates x=1331 px, y=399 px
1686396101.1989458 Coordinates x=1331 px, y=399 px
1686396101.2150369 Coordinates x=1332 px, y=400 px
1686396101.2309988 Coordinates x=1332 px, y=400 px
1686396101.2470474 Coordinates x=1337 px, y=400 px
1686396101.2623684 Coordinates x=1337 px, y=400 px
1686396101.2774346 Coordinates x=1337 px, y=400 px
1686396101.2934628 Coordinates x=1339 px, y=402 px
1686396101.309714 Coordinates x=1339 px, y=402 px
1686396101.3254378 Coordinates x=1319 px, y=404 px
1686396101.3408246 Coordinates x=1319 px, y=404 px
1686396101.3560097 Coordinates x=1259 px, y=404 px
1686396101.371355 Coordinates x=1259 px, y=404 px
1686396101.3865845 Coordinates x=1195 px, y=411 px
1686396101.4018087 Coordinates x=1195 px, y=411 px
1686396101.4176662 Coordinates x=1143 px, y=414 px
1686396101.4332852 Coordinates x=1143 px, y=414 px
1686396101.4489684 Coordinates x=1078 px, y=415 px
1686396101.4645436 Coordinates x=1078 px, y=415 px
1686396101.4805791 Coordinates x=1059 px, y=410 px
1686396101.495766 Coordinates x=1059 px, y=410 px
1686396101.511126 Coordinates x=1059 px, y=410 px
1686396101.52652 Coordinates x=1034 px, y=404 px
1686396101.5418763 Coordinates x=1034 px, y=404 px
1686396101.5573404 Coordinates x=1025 px, y=401 px
1686396101.5731575 Coordinates x=1025 px, y=401 px
1686396101.5886214 Coordinates x=1016 px, y=399 px
1686396101.6041067 Coordinates x=1016 px, y=399 px
1686396101.6194844 Coordinates x=1000 px, y=414 px
1686396101.6352398 Coordinates x=1000 px, y=414 px
1686396101.6501238 Coordinates x=997 px, y=419 px
1686396101.6661472 Coordinates x=997 px, y=419 px
1686396101.6813889 Coordinates x=993 px, y=422 px
1686396101.6972585 Coordinates x=993 px, y=422 px
1686396101.7126446 Coordinates x=993 px, y=422 px
1686396101.7278225 Coordinates x=990 px, y=426 px
1686396101.7438953 Coordinates x=990 px, y=426 px
1686396101.7600632 Coordinates x=987 px, y=431 px
1686396101.7754138 Coordinates x=987 px, y=431 px
1686396101.7911918 Coordinates x=969 px, y=441 px
1686396101.8071647 Coordinates x=969 px, y=441 px
1686396101.8231711 Coordinates x=950 px, y=447 px
