1686390592.9460304 Coordinates x=411 px, y=155 px
1686390592.966148 Coordinates x=456 px, y=85 px
1686390592.982084 Coordinates x=456 px, y=85 px
1686390592.9980597 Coordinates x=470 px, y=63 px
1686390593.013245 Coordinates x=470 px, y=63 px
1686390593.0287948 Coordinates x=476 px, y=63 px
1686390593.0439634 Coordinates x=476 px, y=63 px
1686390593.059466 Coordinates x=480 px, y=75 px
1686390593.07478 Coordinates x=480 px, y=75 px
1686390593.0908856 Coordinates x=490 px, y=108 px
1686390593.1066706 Coordinates x=490 px, y=108 px
1686390593.1223216 Coordinates x=490 px, y=108 px
1686390593.1373794 Coordinates x=510 px, y=142 px
1686390593.1535852 Coordinates x=531 px, y=161 px
1686390593.1687872 Coordinates x=531 px, y=161 px
1686390593.1837227 Coordinates x=531 px, y=161 px
1686390593.1993802 Coordinates x=544 px, y=176 px
1686390593.214557 Coordinates x=544 px, y=176 px
1686390593.2299392 Coordinates x=557 px, y=181 px
1686390593.2457626 Coordinates x=557 px, y=181 px
1686390593.2609997 Coordinates x=564 px, y=179 px
1686390593.2764997 Coordinates x=564 px, y=179 px
1686390593.2923424 Coordinates x=574 px, y=179 px
1686390593.3083186 Coordinates x=574 px, y=179 px
1686390593.3239546 Coordinates x=797 px, y=185 px
1686390593.3394632 Coordinates x=797 px, y=185 px
1686390593.3547711 Coordinates x=875 px, y=180 px
1686390593.3694148 Coordinates x=875 px, y=180 px
1686390593.3852458 Coordinates x=875 px, y=180 px
1686390593.4004786 Coordinates x=919 px, y=176 px
1686390593.415877 Coordinates x=919 px, y=176 px
1686390593.4315333 Coordinates x=944 px, y=174 px
1686390593.446743 Coordinates x=944 px, y=174 px
1686390593.4623704 Coordinates x=964 px, y=168 px
1686390593.4775345 Coordinates x=964 px, y=168 px
1686390593.4935691 Coordinates x=964 px, y=168 px
1686390593.5088205 Coordinates x=972 px, y=161 px
1686390593.524833 Coordinates x=973 px, y=160 px
1686390593.540805 Coordinates x=973 px, y=160 px
1686390593.5557396 Coordinates x=973 px, y=159 px
1686390593.5708673 Coordinates x=973 px, y=159 px
1686390593.586162 Coordinates x=977 px, y=160 px
1686390593.6021476 Coordinates x=977 px, y=160 px
1686390593.6182647 Coordinates x=979 px, y=161 px
1686390593.6339917 Coordinates x=979 px, y=161 px
1686390593.650155 Coordinates x=979 px, y=161 px
1686390593.6660986 Coordinates x=1005 px, y=170 px
1686390593.681313 Coordinates x=1005 px, y=170 px
1686390593.6972919 Coordinates x=1107 px, y=194 px
1686390593.7120357 Coordinates x=1107 px, y=194 px
1686390593.727163 Coordinates x=1202 px, y=214 px
1686390593.7425127 Coordinates x=1202 px, y=214 px
1686390593.7578595 Coordinates x=1261 px, y=223 px
1686390593.7729976 Coordinates x=1261 px, y=223 px
1686390593.7894325 Coordinates x=1280 px, y=226 px
1686390593.8045475 Coordinates x=1280 px, y=226 px
1686390593.8203192 Coordinates x=1297 px, y=225 px
1686390593.8362017 Coordinates x=1297 px, y=225 px
1686390593.8523824 Coordinates x=1298 px, y=205 px
1686390593.8680668 Coordinates x=1298 px, y=205 px
1686390593.8827019 Coordinates x=1227 px, y=85 px
1686390593.8980706 Coordinates x=1227 px, y=85 px
1686390593.9133523 Coordinates x=1227 px, y=85 px
1686390593.9294531 Coordinates x=1129 px, y=41 px
1686390593.9443967 Coordinates x=1129 px, y=41 px
1686390593.9603984 Coordinates x=1052 px, y=23 px
1686390593.9764023 Coordinates x=1052 px, y=23 px
1686390593.99239 Coordinates x=1021 px, y=16 px
1686390594.007606 Coordinates x=1021 px, y=16 px
1686390594.0229943 Coordinates x=994 px, y=12 px
1686390594.0390427 Coordinates x=994 px, y=12 px
1686390594.0549126 Coordinates x=994 px, y=12 px
1686390594.0709546 Coordinates x=991 px, y=11 px
1686390594.0857549 Coordinates x=984 px, y=9 px
1686390594.1017344 Coordinates x=984 px, y=9 px
1686390594.1165347 Coordinates x=984 px, y=9 px
1686390594.1326334 Coordinates x=981 px, y=8 px
1686390594.1486292 Coordinates x=981 px, y=8 px
1686390594.1646547 Coordinates x=988 px, y=7 px
1686390594.1805286 Coordinates x=988 px, y=7 px
1686390594.195629 Coordinates x=1000 px, y=6 px
