1686487944.3651106 Coordinates x=205 px, y=1368 px
1686487944.382219 Coordinates x=235 px, y=1051 px
1686487944.3980947 Coordinates x=235 px, y=1051 px
1686487944.413707 Coordinates x=256 px, y=790 px
1686487944.4297786 Coordinates x=256 px, y=790 px
1686487944.4456227 Coordinates x=277 px, y=640 px
1686487944.4612622 Coordinates x=277 px, y=640 px
1686487944.4767866 Coordinates x=277 px, y=640 px
1686487944.4925072 Coordinates x=297 px, y=571 px
1686487944.5081213 Coordinates x=297 px, y=571 px
1686487944.524375 Coordinates x=322 px, y=524 px
1686487944.5402176 Coordinates x=322 px, y=524 px
1686487944.5556483 Coordinates x=338 px, y=489 px
1686487944.5709167 Coordinates x=338 px, y=489 px
1686487944.5866172 Coordinates x=345 px, y=477 px
1686487944.6023195 Coordinates x=345 px, y=477 px
1686487944.6176019 Coordinates x=352 px, y=470 px
1686487944.6336176 Coordinates x=352 px, y=470 px
1686487944.6489558 Coordinates x=356 px, y=459 px
1686487944.664095 Coordinates x=356 px, y=459 px
1686487944.679658 Coordinates x=360 px, y=453 px
1686487944.7020016 Coordinates x=360 px, y=453 px
1686487944.7177496 Coordinates x=362 px, y=450 px
1686487944.733256 Coordinates x=362 px, y=450 px
1686487944.748826 Coordinates x=362 px, y=449 px
1686487944.764363 Coordinates x=362 px, y=449 px
1686487944.7800272 Coordinates x=364 px, y=446 px
1686487944.7955916 Coordinates x=364 px, y=446 px
1686487944.815566 Coordinates x=365 px, y=444 px
1686487944.8318315 Coordinates x=365 px, y=444 px
1686487944.8476548 Coordinates x=366 px, y=443 px
1686487944.8630993 Coordinates x=366 px, y=443 px
1686487944.8784106 Coordinates x=370 px, y=439 px
1686487944.8939526 Coordinates x=370 px, y=439 px
1686487944.9091845 Coordinates x=370 px, y=439 px
1686487944.9245188 Coordinates x=377 px, y=435 px
1686487944.940484 Coordinates x=377 px, y=435 px
1686487944.9556885 Coordinates x=381 px, y=434 px
1686487944.9717522 Coordinates x=381 px, y=434 px
1686487944.9872875 Coordinates x=384 px, y=433 px
1686487945.0031176 Coordinates x=384 px, y=433 px
1686487945.0186026 Coordinates x=380 px, y=432 px
1686487945.0342174 Coordinates x=380 px, y=432 px
1686487945.0499487 Coordinates x=357 px, y=429 px
1686487945.065724 Coordinates x=357 px, y=429 px
1686487945.0812523 Coordinates x=335 px, y=426 px
1686487945.097342 Coordinates x=335 px, y=426 px
1686487945.113178 Coordinates x=305 px, y=422 px
1686487945.1285388 Coordinates x=305 px, y=422 px
1686487945.144094 Coordinates x=285 px, y=423 px
1686487945.1592617 Coordinates x=285 px, y=423 px
1686487945.1751924 Coordinates x=285 px, y=423 px
1686487945.1909993 Coordinates x=267 px, y=423 px
1686487945.2062848 Coordinates x=267 px, y=423 px
1686487945.2220085 Coordinates x=261 px, y=423 px
1686487945.2372918 Coordinates x=261 px, y=423 px
1686487945.2525768 Coordinates x=251 px, y=427 px
1686487945.2668333 Coordinates x=251 px, y=427 px
1686487945.282147 Coordinates x=245 px, y=428 px
1686487945.2975464 Coordinates x=245 px, y=428 px
1686487945.313223 Coordinates x=243 px, y=426 px
1686487945.3291533 Coordinates x=243 px, y=426 px
1686487945.3443813 Coordinates x=242 px, y=426 px
1686487945.360551 Coordinates x=242 px, y=426 px
1686487945.3765504 Coordinates x=242 px, y=426 px
1686487945.392047 Coordinates x=240 px, y=426 px
1686487945.4076357 Coordinates x=240 px, y=426 px
1686487945.4235342 Coordinates x=239 px, y=426 px
1686487945.4395497 Coordinates x=239 px, y=426 px
1686487945.454481 Coordinates x=239 px, y=426 px
1686487945.4818485 Coordinates x=237 px, y=426 px
1686487945.4970167 Coordinates x=237 px, y=426 px
1686487945.51308 Coordinates x=237 px, y=425 px
1686487945.5286286 Coordinates x=237 px, y=425 px
1686487945.5441732 Coordinates x=237 px, y=425 px
1686487945.5593657 Coordinates x=238 px, y=424 px
1686487945.5751698 Coordinates x=238 px, y=424 px
1686487945.5902896 Coordinates x=258 px, y=416 px
1686487945.6061447 Coordinates x=258 px, y=416 px
1686487945.6222174 Coordinates x=304 px, y=405 px
1686487945.6377752 Coordinates x=304 px, y=405 px
1686487945.6533825 Coordinates x=346 px, y=397 px
1686487945.6692183 Coordinates x=346 px, y=397 px
1686487945.685251 Coordinates x=382 px, y=394 px
1686487945.7005403 Coordinates x=382 px, y=394 px
1686487945.7163384 Coordinates x=396 px, y=392 px
1686487945.7314997 Coordinates x=396 px, y=392 px
1686487945.7466455 Coordinates x=412 px, y=387 px
1686487945.7624972 Coordinates x=412 px, y=387 px
1686487945.7779443 Coordinates x=418 px, y=386 px
1686487945.7940595 Coordinates x=418 px, y=386 px
1686487945.8160622 Coordinates x=422 px, y=385 px
1686487945.832379 Coordinates x=422 px, y=385 px
1686487945.8482172 Coordinates x=428 px, y=381 px
1686487945.8638387 Coordinates x=428 px, y=381 px
1686487945.8794646 Coordinates x=429 px, y=380 px
1686487945.8951328 Coordinates x=429 px, y=380 px
1686487945.9107664 Coordinates x=429 px, y=379 px
1686487945.9267418 Coordinates x=429 px, y=379 px
1686487945.942587 Coordinates x=429 px, y=379 px
1686487945.958215 Coordinates x=429 px, y=380 px
1686487945.9738612 Coordinates x=429 px, y=380 px
1686487945.9894564 Coordinates x=429 px, y=380 px
1686487946.005123 Coordinates x=429 px, y=380 px
1686487946.0309534 Coordinates x=430 px, y=384 px
1686487946.0468075 Coordinates x=431 px, y=392 px
1686487946.0622947 Coordinates x=431 px, y=392 px
1686487946.078072 Coordinates x=431 px, y=392 px
1686487946.0934975 Coordinates x=417 px, y=470 px
1686487946.1093085 Coordinates x=417 px, y=470 px
1686487946.1252472 Coordinates x=399 px, y=535 px
1686487946.1410894 Coordinates x=399 px, y=535 px
1686487946.1567109 Coordinates x=388 px, y=588 px
1686487946.1723354 Coordinates x=388 px, y=588 px
1686487946.1879447 Coordinates x=365 px, y=646 px
1686487946.2035036 Coordinates x=365 px, y=646 px
1686487946.2191675 Coordinates x=349 px, y=669 px
1686487946.2348804 Coordinates x=349 px, y=669 px
1686487946.2506435 Coordinates x=341 px, y=680 px
1686487946.2663572 Coordinates x=341 px, y=680 px
1686487946.2819772 Coordinates x=337 px, y=686 px
1686487946.297593 Coordinates x=337 px, y=686 px
1686487946.3132224 Coordinates x=341 px, y=693 px
1686487946.3290594 Coordinates x=341 px, y=693 px
1686487946.3448977 Coordinates x=341 px, y=693 px
1686487946.3605392 Coordinates x=366 px, y=702 px
1686487946.376131 Coordinates x=366 px, y=702 px
1686487946.3917308 Coordinates x=408 px, y=716 px
1686487946.4073627 Coordinates x=408 px, y=716 px
1686487946.4232962 Coordinates x=441 px, y=732 px
1686487946.4391081 Coordinates x=441 px, y=732 px
1686487946.4547718 Coordinates x=471 px, y=740 px
1686487946.470395 Coordinates x=471 px, y=740 px
1686487946.4860063 Coordinates x=482 px, y=743 px
1686487946.5014827 Coordinates x=482 px, y=743 px
1686487946.517177 Coordinates x=490 px, y=747 px
1686487946.5331342 Coordinates x=490 px, y=747 px
1686487946.5490012 Coordinates x=492 px, y=750 px
1686487946.5646114 Coordinates x=492 px, y=750 px
1686487946.5802338 Coordinates x=488 px, y=754 px
1686487946.59576 Coordinates x=488 px, y=754 px
1686487946.611461 Coordinates x=462 px, y=761 px
1686487946.6273105 Coordinates x=462 px, y=761 px
1686487946.6431074 Coordinates x=444 px, y=767 px
1686487946.6587753 Coordinates x=444 px, y=767 px
1686487946.6744013 Coordinates x=444 px, y=767 px
1686487946.6900334 Coordinates x=419 px, y=771 px
1686487946.705653 Coordinates x=419 px, y=771 px
1686487946.7212794 Coordinates x=405 px, y=771 px
1686487946.7376063 Coordinates x=405 px, y=771 px
1686487946.753458 Coordinates x=369 px, y=716 px
1686487946.7689836 Coordinates x=369 px, y=716 px
1686487946.7846048 Coordinates x=340 px, y=617 px
1686487946.8002396 Coordinates x=340 px, y=617 px
1686487946.815925 Coordinates x=319 px, y=560 px
1686487946.8317537 Coordinates x=319 px, y=560 px
1686487946.847563 Coordinates x=308 px, y=523 px
1686487946.863172 Coordinates x=308 px, y=523 px
1686487946.8788447 Coordinates x=308 px, y=523 px
1686487946.89448 Coordinates x=299 px, y=493 px
1686487946.9101043 Coordinates x=299 px, y=493 px
1686487946.9260454 Coordinates x=297 px, y=470 px
1686487946.941881 Coordinates x=297 px, y=470 px
1686487946.9575064 Coordinates x=294 px, y=453 px
1686487946.973138 Coordinates x=294 px, y=453 px
1686487946.9887695 Coordinates x=297 px, y=443 px
1686487947.004388 Coordinates x=297 px, y=443 px
1686487947.019999 Coordinates x=322 px, y=426 px
1686487947.0358815 Coordinates x=322 px, y=426 px
1686487947.0516098 Coordinates x=353 px, y=419 px
1686487947.0672715 Coordinates x=353 px, y=419 px
1686487947.0829725 Coordinates x=383 px, y=419 px
1686487947.0985868 Coordinates x=383 px, y=419 px
1686487947.1142344 Coordinates x=403 px, y=420 px
1686487947.130163 Coordinates x=403 px, y=420 px
1686487947.1459973 Coordinates x=443 px, y=425 px
1686487947.1616461 Coordinates x=443 px, y=425 px
1686487947.1772554 Coordinates x=443 px, y=425 px
