1686479940.6702993 Coordinates x=388 px, y=750 px
1686479940.6854796 Coordinates x=388 px, y=750 px
1686479940.7079227 Coordinates x=514 px, y=532 px
1686479940.723152 Coordinates x=587 px, y=442 px
1686479940.7385955 Coordinates x=587 px, y=442 px
1686479940.7536597 Coordinates x=587 px, y=442 px
1686479940.7738035 Coordinates x=587 px, y=442 px
1686479940.789087 Coordinates x=617 px, y=409 px
1686479940.8048394 Coordinates x=638 px, y=380 px
1686479940.8203852 Coordinates x=644 px, y=350 px
1686479940.8358529 Coordinates x=644 px, y=350 px
1686479940.851485 Coordinates x=644 px, y=350 px
1686479940.8666148 Coordinates x=639 px, y=326 px
1686479940.8822954 Coordinates x=639 px, y=326 px
1686479940.8984034 Coordinates x=631 px, y=308 px
1686479940.913724 Coordinates x=631 px, y=308 px
1686479940.9291418 Coordinates x=625 px, y=297 px
1686479940.9450386 Coordinates x=625 px, y=297 px
1686479940.9609516 Coordinates x=619 px, y=286 px
1686479940.976421 Coordinates x=619 px, y=286 px
1686479940.9923618 Coordinates x=617 px, y=282 px
1686479941.0093913 Coordinates x=617 px, y=282 px
1686479941.0253901 Coordinates x=616 px, y=280 px
1686479941.040583 Coordinates x=616 px, y=280 px
1686479941.0566354 Coordinates x=616 px, y=277 px
1686479941.0725312 Coordinates x=616 px, y=277 px
1686479941.0877862 Coordinates x=614 px, y=275 px
1686479941.1033943 Coordinates x=614 px, y=275 px
1686479941.118846 Coordinates x=614 px, y=275 px
1686479941.1343079 Coordinates x=610 px, y=273 px
1686479941.1502228 Coordinates x=610 px, y=273 px
1686479941.165507 Coordinates x=601 px, y=270 px
1686479941.1815324 Coordinates x=601 px, y=270 px
1686479941.1975343 Coordinates x=587 px, y=269 px
1686479941.2137275 Coordinates x=587 px, y=269 px
1686479941.2288315 Coordinates x=577 px, y=269 px
1686479941.244366 Coordinates x=577 px, y=269 px
1686479941.2604675 Coordinates x=570 px, y=268 px
1686479941.2744915 Coordinates x=570 px, y=268 px
1686479941.2902317 Coordinates x=566 px, y=267 px
1686479941.3057716 Coordinates x=566 px, y=267 px
1686479941.3215935 Coordinates x=563 px, y=267 px
1686479941.3372147 Coordinates x=563 px, y=267 px
1686479941.352843 Coordinates x=563 px, y=267 px
1686479941.3687446 Coordinates x=561 px, y=267 px
1686479941.384607 Coordinates x=561 px, y=267 px
1686479941.4002275 Coordinates x=851 px, y=258 px
1686479941.4158483 Coordinates x=851 px, y=258 px
1686479941.431478 Coordinates x=1144 px, y=259 px
1686479941.4471004 Coordinates x=1144 px, y=259 px
1686479941.4630263 Coordinates x=1198 px, y=260 px
1686479941.4787743 Coordinates x=1198 px, y=260 px
1686479941.4944847 Coordinates x=1248 px, y=264 px
1686479941.5099366 Coordinates x=1248 px, y=264 px
1686479941.5255551 Coordinates x=1265 px, y=268 px
1686479941.5411828 Coordinates x=1265 px, y=268 px
1686479941.5569966 Coordinates x=1276 px, y=271 px
1686479941.5730486 Coordinates x=1276 px, y=271 px
1686479941.58879 Coordinates x=1276 px, y=271 px
1686479941.6044297 Coordinates x=1285 px, y=274 px
1686479941.6200895 Coordinates x=1285 px, y=274 px
1686479941.6357567 Coordinates x=1288 px, y=276 px
1686479941.6513984 Coordinates x=1288 px, y=276 px
1686479941.6673152 Coordinates x=1294 px, y=277 px
1686479941.6831572 Coordinates x=1294 px, y=277 px
1686479941.6987653 Coordinates x=1303 px, y=281 px
1686479941.7144017 Coordinates x=1303 px, y=281 px
1686479941.729992 Coordinates x=1319 px, y=284 px
1686479941.7456613 Coordinates x=1319 px, y=284 px
1686479941.7612836 Coordinates x=1344 px, y=282 px
1686479941.7775314 Coordinates x=1344 px, y=282 px
1686479941.793187 Coordinates x=1363 px, y=278 px
1686479941.8089314 Coordinates x=1363 px, y=278 px
1686479941.824548 Coordinates x=1379 px, y=274 px
1686479941.8402278 Coordinates x=1379 px, y=274 px
1686479941.8558793 Coordinates x=1391 px, y=271 px
1686479941.8717742 Coordinates x=1391 px, y=271 px
1686479941.8876195 Coordinates x=1399 px, y=269 px
1686479941.9032035 Coordinates x=1399 px, y=269 px
1686479941.9188287 Coordinates x=1405 px, y=265 px
1686479941.934489 Coordinates x=1405 px, y=265 px
1686479941.9500897 Coordinates x=1405 px, y=265 px
1686479941.9659822 Coordinates x=1409 px, y=261 px
1686479941.9817524 Coordinates x=1409 px, y=261 px
1686479941.997461 Coordinates x=1410 px, y=260 px
1686479942.0130844 Coordinates x=1410 px, y=260 px
1686479942.0287051 Coordinates x=1413 px, y=259 px
1686479942.0443203 Coordinates x=1413 px, y=259 px
1686479942.0598595 Coordinates x=1416 px, y=256 px
1686479942.0755224 Coordinates x=1416 px, y=256 px
1686479942.0913408 Coordinates x=1419 px, y=254 px
1686479942.106862 Coordinates x=1419 px, y=254 px
