timestamp,x,y
1686401177.625984,876,689
1686401177.64202,876,689
1686401177.657431,956,656
1686401177.672943,956,656
1686401177.688146,1007,633
1686401177.7037091,1007,633
1686401177.7199368,1085,589
1686401177.7358649,1085,589
1686401177.7517233,1147,580
1686401177.7678213,1147,580
1686401177.7830553,1170,572
1686401177.7990348,1170,572
1686401177.8143919,1170,572
1686401177.8305779,1194,572
1686401177.8459947,1194,572
1686401177.861619,1236,580
1686401177.876214,1236,580
1686401177.8923597,1267,586
1686401177.9083457,1267,586
1686401177.9238348,1271,587
1686401177.939829,1271,587
1686401177.9552903,1271,587
1686401177.9707353,1271,587
1686401177.9866643,1265,589
1686401178.0025258,1265,589
1686401178.017556,1261,587
1686401178.0336115,1261,587
1686401178.0491135,1252,581
1686401178.064356,1252,581
1686401178.0803566,1252,581
1686401178.096372,1229,568
1686401178.112617,1229,568
1686401178.1282375,1220,560
1686401178.1439214,1220,560
1686401178.1599355,1218,558
1686401178.1755543,1218,558
1686401178.1916513,1216,558
1686401178.2072897,1216,558
1686401178.222659,1233,558
1686401178.2381916,1233,558
1686401178.2539155,1233,556
1686401178.2691553,1233,556
1686401178.2855895,841,365
1686401178.3009505,841,365
1686401178.3164744,535,291
1686401178.3327675,535,291
1686401178.348584,497,263
1686401178.3641846,497,263
1686401178.380214,497,263
1686401178.3955746,443,234
1686401178.4114103,443,234
1686401178.426311,353,196
1686401178.4414139,353,196
1686401178.457424,319,186
1686401178.472551,319,186
1686401178.488706,263,161
1686401178.504652,263,161
1686401178.519919,220,151
1686401178.5361674,220,151
1686401178.5511541,208,146
1686401178.5663016,208,146
1686401178.5814688,183,142
1686401178.5974085,183,142
1686401178.6134248,155,132
1686401178.628576,155,132
1686401178.6441765,155,132
1686401178.6594625,153,130
1686401178.6752126,153,130
1686401178.690755,157,128
1686401178.7062776,157,128
1686401178.7215724,157,125
1686401178.7374966,157,125
1686401178.7534978,161,120
1686401178.769529,161,120
1686401178.7852783,162,119
1686401178.801294,162,119
1686401178.817028,162,119
1686401178.8330228,162,119
1686401178.8491807,162,119
1686401178.8645103,162,119
1686401178.8799446,161,122
1686401178.8951418,161,122
1686401178.9107914,161,122
1686401178.925979,152,122
1686401178.9414265,152,122
1686401178.9570642,147,125
1686401178.9730003,147,125
1686401178.988516,143,129
1686401179.0038972,143,129
1686401179.0198863,142,129
1686401179.03594,142,129
1686401179.0506356,141,130
1686401179.0659585,141,130
1686401179.0811474,141,137
1686401179.0971613,141,137
1686401179.1126873,157,147
1686401179.1283891,157,147
1686401179.143321,222,160
1686401179.1592681,222,160
1686401179.1752672,222,160
1686401179.191363,267,178
1686401179.2173681,299,171
1686401179.240368,299,171
1686401179.258367,311,171
1686401179.2713773,311,171
1686401179.2874084,333,173
1686401179.3033,333,173
1686401179.3188381,370,177
1686401179.3347838,370,177
1686401179.3502507,388,176
1686401179.3663745,388,176
1686401179.3821204,445,174
1686401179.3973844,445,174
1686401179.4130163,552,185
1686401179.4290702,552,185
1686401179.4440675,638,201
1686401179.4600644,638,201
1686401179.4760637,638,201
1686401179.4921799,699,217
1686401179.50782,699,217
1686401179.522828,764,229
1686401179.538817,764,229
1686401179.55471,791,233
1686401179.5699215,791,233
1686401179.5849206,793,235
1686401179.6005392,793,235
1686401179.616149,791,233
1686401179.6311648,791,233
1686401179.6461504,780,229
1686401179.662149,780,229
1686401179.6781473,773,228
1686401179.694178,773,228
1686401179.7096887,773,228
1686401179.7256892,772,229
1686401179.7416725,772,229
1686401179.757681,771,231
1686401179.773209,771,231
1686401179.7884912,768,231
1686401179.8045552,768,231
1686401179.8200128,765,227
1686401179.8360503,765,227
1686401179.8519106,755,222
1686401179.8674393,755,222
1686401179.882627,755,222
1686401179.8984714,735,228
1686401179.9138346,735,228
1686401179.9291599,725,232
1686401179.9450464,725,232
1686401179.9601738,713,228
1686401179.9758742,713,228
1686401179.9916716,684,222
1686401180.0075297,684,222
1686401180.0226915,670,217
1686401180.038624,670,217
1686401180.054202,669,216
1686401180.070098,669,216
1686401180.085357,708,199
1686401180.1009414,708,199
1686401180.116969,762,190
1686401180.132203,762,190
1686401180.1482463,762,190
1686401180.16434,797,183
1686401180.1803863,797,183
1686401180.1962996,837,177
1686401180.2119687,837,177
1686401180.2280116,837,177
1686401180.2440202,873,168
1686401180.2601082,873,168
1686401180.2759886,963,169
1686401180.2921038,1135,178
