1687691981.4814472 Coordinates x=638 px, y=573 px
1687691981.4960985 Coordinates x=701 px, y=558 px
1687691981.514506 Coordinates x=701 px, y=558 px
1687691981.5294876 Coordinates x=753 px, y=553 px
1687691981.5455558 Coordinates x=753 px, y=553 px
1687691981.5811644 Coordinates x=821 px, y=553 px
1687691981.596795 Coordinates x=821 px, y=553 px
1687691981.6124206 Coordinates x=821 px, y=553 px
1687691981.6280997 Coordinates x=833 px, y=552 px
1687691981.6437323 Coordinates x=833 px, y=552 px
1687691981.65959 Coordinates x=860 px, y=550 px
1687691981.6752617 Coordinates x=860 px, y=550 px
1687691981.6910574 Coordinates x=960 px, y=562 px
1687691981.706679 Coordinates x=960 px, y=562 px
1687691981.7222958 Coordinates x=1042 px, y=580 px
1687691981.7379243 Coordinates x=1042 px, y=580 px
1687691981.7534573 Coordinates x=1073 px, y=589 px
1687691981.7697608 Coordinates x=1073 px, y=589 px
1687691981.7855616 Coordinates x=1104 px, y=604 px
1687691981.8011773 Coordinates x=1104 px, y=604 px
1687691981.816721 Coordinates x=1132 px, y=613 px
1687691981.8323975 Coordinates x=1132 px, y=613 px
1687691981.8479385 Coordinates x=1139 px, y=616 px
1687691981.8638709 Coordinates x=1139 px, y=616 px
1687691981.8797197 Coordinates x=1139 px, y=616 px
1687691981.8953412 Coordinates x=1150 px, y=623 px
1687691981.9109583 Coordinates x=1150 px, y=623 px
1687691981.9265893 Coordinates x=1154 px, y=626 px
1687691981.942208 Coordinates x=1154 px, y=626 px
1687691981.9577947 Coordinates x=1154 px, y=626 px
1687691981.9736164 Coordinates x=1154 px, y=626 px
1687691981.9892738 Coordinates x=1152 px, y=628 px
1687691982.0050967 Coordinates x=1152 px, y=628 px
1687691982.0207286 Coordinates x=1148 px, y=631 px
1687691982.0363512 Coordinates x=1148 px, y=631 px
1687691982.0519764 Coordinates x=1144 px, y=635 px
1687691982.0678053 Coordinates x=1144 px, y=635 px
1687691982.0835545 Coordinates x=1136 px, y=637 px
1687691982.0991817 Coordinates x=1136 px, y=637 px
1687691982.1147044 Coordinates x=1136 px, y=637 px
1687691982.1305356 Coordinates x=1123 px, y=642 px
1687691982.146047 Coordinates x=1123 px, y=642 px
1687691982.1621008 Coordinates x=1114 px, y=642 px
1687691982.1772993 Coordinates x=1114 px, y=642 px
1687691982.1929862 Coordinates x=1105 px, y=640 px
1687691982.209007 Coordinates x=1105 px, y=640 px
1687691982.224636 Coordinates x=1102 px, y=637 px
1687691982.240027 Coordinates x=1102 px, y=637 px
1687691982.2552605 Coordinates x=1101 px, y=636 px
1687691982.2808328 Coordinates x=1101 px, y=636 px
1687691982.2966108 Coordinates x=1101 px, y=635 px
1687691982.3116055 Coordinates x=1101 px, y=635 px
1687691982.3266428 Coordinates x=1101 px, y=630 px
1687691982.3468232 Coordinates x=1101 px, y=630 px
1687691982.3627105 Coordinates x=1098 px, y=626 px
1687691982.378249 Coordinates x=1098 px, y=626 px
1687691982.3969815 Coordinates x=1094 px, y=619 px
1687691982.412649 Coordinates x=1094 px, y=619 px
1687691982.428878 Coordinates x=1089 px, y=611 px
1687691982.4485326 Coordinates x=1089 px, y=611 px
1687691982.4642057 Coordinates x=1083 px, y=602 px
1687691982.4802108 Coordinates x=1083 px, y=602 px
1687691982.4953723 Coordinates x=1078 px, y=598 px
1687691982.5112672 Coordinates x=1078 px, y=598 px
1687691982.5268223 Coordinates x=1077 px, y=596 px
1687691982.5480912 Coordinates x=1077 px, y=596 px
1687691982.5641847 Coordinates x=1107 px, y=593 px
1687691982.579406 Coordinates x=1195 px, y=589 px
1687691982.594365 Coordinates x=1195 px, y=589 px
1687691982.614017 Coordinates x=1195 px, y=589 px
1687691982.6298304 Coordinates x=1257 px, y=593 px
1687691982.6449878 Coordinates x=1257 px, y=593 px
1687691982.6640522 Coordinates x=1286 px, y=601 px
1687691982.6798108 Coordinates x=1286 px, y=601 px
1687691982.695522 Coordinates x=1312 px, y=608 px
1687691982.711135 Coordinates x=1312 px, y=608 px
1687691982.7267835 Coordinates x=1343 px, y=615 px
1687691982.7424018 Coordinates x=1343 px, y=615 px
1687691982.758022 Coordinates x=1363 px, y=619 px
1687691982.7739632 Coordinates x=1363 px, y=619 px
1687691982.7897837 Coordinates x=1376 px, y=627 px
1687691982.8053913 Coordinates x=1376 px, y=627 px
1687691982.8210523 Coordinates x=1358 px, y=632 px
1687691982.8366895 Coordinates x=1358 px, y=632 px
