1687004953.4564953 Coordinates x=956 px, y=950 px
1687004953.4868357 Coordinates x=956 px, y=950 px
1687004953.502349 Coordinates x=1420 px, y=744 px
1687004953.5185869 Coordinates x=1420 px, y=744 px
1687004953.5339732 Coordinates x=1442 px, y=713 px
1687004953.5492725 Coordinates x=1442 px, y=713 px
1687004953.5650136 Coordinates x=1476 px, y=649 px
1687004953.5810122 Coordinates x=1476 px, y=649 px
1687004953.5961692 Coordinates x=1476 px, y=649 px
1687004953.6114724 Coordinates x=1500 px, y=573 px
1687004953.626734 Coordinates x=1500 px, y=573 px
1687004953.6422732 Coordinates x=1517 px, y=533 px
1687004953.6582131 Coordinates x=1517 px, y=533 px
1687004953.6738067 Coordinates x=1519 px, y=508 px
1687004953.689753 Coordinates x=1519 px, y=508 px
1687004953.705631 Coordinates x=1518 px, y=496 px
1687004953.7213504 Coordinates x=1518 px, y=496 px
1687004953.7369213 Coordinates x=1517 px, y=495 px
1687004953.7522984 Coordinates x=1517 px, y=495 px
1687004953.7678952 Coordinates x=1517 px, y=493 px
1687004953.7837877 Coordinates x=1517 px, y=493 px
1687004953.79895 Coordinates x=1517 px, y=490 px
1687004953.8145826 Coordinates x=1517 px, y=490 px
1687004953.8302813 Coordinates x=1518 px, y=487 px
1687004953.8455055 Coordinates x=1518 px, y=487 px
1687004953.8606389 Coordinates x=1518 px, y=487 px
1687004953.8759506 Coordinates x=1518 px, y=487 px
1687004953.8910682 Coordinates x=1518 px, y=487 px
1687004953.906719 Coordinates x=1516 px, y=488 px
1687004953.9221098 Coordinates x=1516 px, y=488 px
1687004953.9381628 Coordinates x=1514 px, y=489 px
1687004953.953363 Coordinates x=1514 px, y=489 px
1687004953.9685247 Coordinates x=1508 px, y=490 px
1687004953.9844384 Coordinates x=1508 px, y=490 px
1687004954.0004766 Coordinates x=1505 px, y=490 px
1687004954.0165834 Coordinates x=1505 px, y=490 px
1687004954.0318463 Coordinates x=1505 px, y=490 px
1687004954.0473988 Coordinates x=1500 px, y=492 px
1687004954.063112 Coordinates x=1496 px, y=494 px
1687004954.0789008 Coordinates x=1496 px, y=494 px
1687004954.0942004 Coordinates x=1496 px, y=494 px
1687004954.1092238 Coordinates x=1491 px, y=497 px
