timestamp,x,y
1686488686.6196258,742,251
1686488686.6381316,742,251
1686488686.6538908,751,239
1686488686.669002,751,239
1686488686.6850312,758,234
1686488686.7008905,758,234
1686488686.716023,763,230
1686488686.7316234,763,230
1686488686.7476003,768,229
1686488686.7636795,768,229
1686488686.7790682,773,228
1686488686.794522,773,228
1686488686.8102195,776,227
1686488686.8253572,776,227
1686488686.8519206,777,227
1686488686.8676364,777,227
1686488686.88283,777,226
1686488686.8986552,777,226
1686488686.9144776,778,226
1686488686.9299922,778,226
1686488686.9458098,784,219
1686488686.9615586,784,219
1686488686.9864995,804,200
1686488687.002197,804,200
1686488687.017828,829,180
1686488687.0330162,829,180
1686488687.0487673,863,159
1686488687.0645008,863,159
1686488687.0801249,880,146
1686488687.095577,880,146
1686488687.111368,897,136
1686488687.126995,897,136
1686488687.142936,918,130
1686488687.1586432,918,130
1686488687.1744058,929,126
1686488687.1896029,929,126
1686488687.2047727,955,119
1686488687.2207065,955,119
1686488687.2358863,955,119
1686488687.2518268,966,113
1686488687.2677107,966,113
1686488687.2837114,969,109
1686488687.2988968,969,109
1686488687.3142004,971,104
1686488687.3293934,971,104
1686488687.3452914,983,98
1686488687.360445,983,98
1686488687.3765237,993,92
1686488687.3918798,993,92
1686488687.4077692,993,92
1686488687.4206393,1009,88
1686488687.4365323,1009,88
1686488687.4518063,1021,86
1686488687.4671514,1021,86
1686488687.482624,1036,82
1686488687.4986649,1036,82
1686488687.514722,1066,81
1686488687.5307121,1066,81
1686488687.5463693,1098,77
1686488687.5622752,1098,77
1686488687.578166,1120,72
1686488687.5936131,1120,72
1686488687.609515,1138,70
1686488687.6246758,1138,70
1686488687.640723,1138,70
1686488687.656593,1148,69
1686488687.6719823,1148,69
1686488687.687643,1155,69
1686488687.7033117,1155,69
1686488687.7192602,1161,69
1686488687.7347236,1161,69
1686488687.7505245,1168,67
1686488687.7657225,1168,67
1686488687.78093,1173,65
1686488687.7966835,1173,65
1686488687.8128605,1180,67
1686488687.835215,1180,67
1686488687.8504214,1195,68
1686488687.866119,1195,68
1686488687.881803,1209,68
1686488687.8974092,1209,68
1686488687.9129565,1220,68
1686488687.928847,1220,68
1686488687.9449582,1227,69
1686488687.960658,1227,69
1686488687.9770162,1234,74
1686488688.002465,1234,74
1686488688.0183115,1243,77
1686488688.0339484,1243,77
1686488688.0502102,1246,77
1686488688.06606,1246,77
1686488688.0816717,1249,76
1686488688.0972958,1249,76
1686488688.1128929,1250,76
1686488688.1285684,1250,76
1686488688.1443024,1251,74
1686488688.1594954,1251,74
1686488688.1752028,1251,74
1686488688.1903315,1251,74
1686488688.2053907,1251,74
1686488688.2211146,1251,74
1686488688.2369964,1251,74
1686488688.2528493,1251,74
1686488688.2681978,1251,74
1686488688.2839437,1251,74
1686488688.302965,1251,74
1686488688.3185828,1251,74
1686488688.334301,1251,74
1686488688.3506286,1251,74
1686488688.3664787,1251,74
1686488688.3821025,1252,74
1686488688.3976188,1252,74
1686488688.4133506,1253,75
1686488688.428927,1253,75
1686488688.44475,1253,75
1686488688.4604635,1253,75
1686488688.4761791,1254,77
1686488688.4916534,1254,77
1686488688.5074713,1254,78
1686488688.5231063,1254,78
1686488688.5390441,1254,78
1686488688.5547507,1255,78
1686488688.570422,1255,78
1686488688.586145,1255,78
1686488688.6016815,1255,78
1686488688.6173067,1251,79
1686488688.6329918,1251,79
1686488688.6493292,1244,90
1686488688.6651356,1244,90
