1686486562.5919697 Coordinates x=249 px, y=838 px
1686486562.6069593 Coordinates x=249 px, y=838 px
1686486562.6298435 Coordinates x=421 px, y=788 px
1686486562.645894 Coordinates x=689 px, y=568 px
1686486562.6752348 Coordinates x=689 px, y=568 px
1686486562.690925 Coordinates x=728 px, y=510 px
1686486562.706467 Coordinates x=728 px, y=510 px
1686486562.7220829 Coordinates x=764 px, y=461 px
1686486562.7376964 Coordinates x=764 px, y=461 px
1686486562.753955 Coordinates x=806 px, y=414 px
1686486562.7697997 Coordinates x=806 px, y=414 px
1686486562.785232 Coordinates x=817 px, y=401 px
1686486562.800884 Coordinates x=817 px, y=401 px
1686486562.8166862 Coordinates x=822 px, y=394 px
1686486562.8321311 Coordinates x=822 px, y=394 px
1686486562.8482037 Coordinates x=826 px, y=391 px
1686486562.8638666 Coordinates x=826 px, y=391 px
1686486562.8794882 Coordinates x=832 px, y=391 px
1686486562.8950508 Coordinates x=832 px, y=391 px
1686486562.9106698 Coordinates x=837 px, y=391 px
1686486562.9261858 Coordinates x=837 px, y=391 px
1686486562.9417667 Coordinates x=837 px, y=391 px
1686486562.9575205 Coordinates x=837 px, y=391 px
1686486562.9727073 Coordinates x=800 px, y=378 px
1686486562.9888246 Coordinates x=800 px, y=378 px
1686486563.0045774 Coordinates x=685 px, y=357 px
1686486563.0202212 Coordinates x=685 px, y=357 px
1686486563.035848 Coordinates x=685 px, y=357 px
1686486563.0519042 Coordinates x=685 px, y=357 px
1686486563.067383 Coordinates x=610 px, y=337 px
1686486563.083209 Coordinates x=610 px, y=337 px
1686486563.0987186 Coordinates x=570 px, y=330 px
1686486563.1142747 Coordinates x=570 px, y=330 px
1686486563.1295118 Coordinates x=545 px, y=325 px
1686486563.145508 Coordinates x=486 px, y=315 px
1686486563.1610692 Coordinates x=486 px, y=315 px
1686486563.1768808 Coordinates x=439 px, y=310 px
1686486563.192124 Coordinates x=439 px, y=310 px
1686486563.207586 Coordinates x=411 px, y=301 px
1686486563.2231548 Coordinates x=411 px, y=301 px
1686486563.2384994 Coordinates x=398 px, y=299 px
1686486563.253492 Coordinates x=398 px, y=299 px
1686486563.2691061 Coordinates x=398 px, y=299 px
1686486563.2916377 Coordinates x=389 px, y=297 px
1686486563.3072433 Coordinates x=389 px, y=297 px
1686486563.322864 Coordinates x=382 px, y=291 px
1686486563.3384063 Coordinates x=382 px, y=291 px
1686486563.3547542 Coordinates x=373 px, y=286 px
1686486563.3705082 Coordinates x=373 px, y=286 px
1686486563.3862371 Coordinates x=360 px, y=283 px
1686486563.4018474 Coordinates x=360 px, y=283 px
1686486563.4173098 Coordinates x=346 px, y=276 px
1686486563.4327977 Coordinates x=346 px, y=276 px
1686486563.4487746 Coordinates x=333 px, y=273 px
1686486563.46499 Coordinates x=333 px, y=273 px
1686486563.4799073 Coordinates x=319 px, y=268 px
1686486563.4953477 Coordinates x=319 px, y=268 px
1686486563.5111828 Coordinates x=314 px, y=265 px
1686486563.5265198 Coordinates x=314 px, y=265 px
1686486563.542226 Coordinates x=308 px, y=263 px
1686486563.5582397 Coordinates x=308 px, y=263 px
1686486563.573806 Coordinates x=307 px, y=263 px
1686486563.5896003 Coordinates x=307 px, y=263 px
1686486563.6055346 Coordinates x=307 px, y=263 px
1686486563.6206663 Coordinates x=312 px, y=260 px
1686486563.63585 Coordinates x=312 px, y=260 px
1686486563.6515124 Coordinates x=320 px, y=257 px
1686486563.6672022 Coordinates x=320 px, y=257 px
1686486563.6826854 Coordinates x=336 px, y=255 px
1686486563.6983476 Coordinates x=336 px, y=255 px
1686486563.7143323 Coordinates x=345 px, y=257 px
1686486563.7298236 Coordinates x=345 px, y=257 px
1686486563.745561 Coordinates x=372 px, y=257 px
1686486563.758771 Coordinates x=372 px, y=257 px
1686486563.773958 Coordinates x=431 px, y=258 px
1686486563.791219 Coordinates x=431 px, y=258 px
1686486563.8066566 Coordinates x=451 px, y=262 px
1686486563.822715 Coordinates x=451 px, y=262 px
1686486563.8387952 Coordinates x=451 px, y=262 px
1686486563.854532 Coordinates x=472 px, y=270 px
1686486563.8704891 Coordinates x=472 px, y=270 px
1686486563.886496 Coordinates x=498 px, y=275 px
1686486563.902473 Coordinates x=498 px, y=275 px
1686486563.9184816 Coordinates x=509 px, y=279 px
1686486563.934551 Coordinates x=509 px, y=279 px
1686486563.9501667 Coordinates x=515 px, y=280 px
1686486563.9661734 Coordinates x=515 px, y=280 px
1686486563.9821973 Coordinates x=517 px, y=280 px
1686486563.9981718 Coordinates x=517 px, y=280 px
1686486564.0139174 Coordinates x=553 px, y=283 px
1686486564.029897 Coordinates x=553 px, y=283 px
1686486564.0454125 Coordinates x=602 px, y=288 px
1686486564.0590506 Coordinates x=602 px, y=288 px
1686486564.0747235 Coordinates x=602 px, y=288 px
1686486564.090349 Coordinates x=652 px, y=292 px
1686486564.1060088 Coordinates x=680 px, y=294 px
1686486564.1216183 Coordinates x=680 px, y=294 px
1686486564.1374156 Coordinates x=680 px, y=294 px
1686486564.1533175 Coordinates x=696 px, y=294 px
1686486564.169211 Coordinates x=696 px, y=294 px
1686486564.1848161 Coordinates x=718 px, y=296 px
1686486564.2004333 Coordinates x=718 px, y=296 px
