timestamp,x,y
1686393452.5205162,33,458
1686393452.535515,35,456
1686393452.5510058,35,456
1686393452.5662832,37,455
1686393452.5819976,37,455
1686393452.5976179,39,453
1686393452.6133664,39,453
1686393452.629074,43,451
1686393452.6443362,43,451
1686393452.6592033,43,451
1686393452.6752403,44,450
1686393452.6905274,44,450
1686393452.7058012,45,449
1686393452.7212548,45,449
1686393452.7368553,45,449
1686393452.7519274,45,449
1686393452.767076,45,449
1686393452.782687,45,449
1686393452.7987766,45,450
1686393452.8144653,45,450
1686393452.8296793,45,450
1686393452.845983,46,450
1686393452.861107,46,450
1686393452.8771515,47,453
1686393452.8929892,47,453
1686393452.9088855,46,454
1686393452.9245884,46,454
1686393452.940525,39,459
1686393452.9551988,39,459
1686393452.9706824,35,462
1686393452.985725,35,462
1686393453.0010839,31,465
1686393453.0164225,31,465
1686393453.0317247,28,467
1686393453.0470653,28,467
1686393453.0631897,28,467
1686393453.0788548,26,466
1686393453.0950418,26,466
1686393453.110316,24,466
1686393453.1263359,24,466
1686393453.141978,22,465
1686393453.1580496,22,465
1686393453.1739757,21,463
1686393453.189146,21,463
1686393453.2046633,19,462
1686393453.2199116,19,462
1686393453.235709,19,462
1686393453.2514992,19,462
1686393453.2675827,20,462
1686393453.28269,20,462
1686393453.2983289,20,462
1686393453.314491,20,462
1686393453.3291347,20,462
1686393453.3448234,25,463
1686393453.3601577,122,462
1686393453.3760755,122,462
1686393453.391881,122,462
1686393453.406964,208,457
1686393453.4228067,208,457
1686393453.4381015,263,450
1686393453.4533267,263,450
1686393453.4690702,301,441
1686393453.4850123,301,441
1686393453.5001562,323,440
1686393453.516198,323,440
1686393453.5316412,333,440
1686393453.5477629,333,440
1686393453.5628593,338,443
1686393453.5787537,338,443
1686393453.593668,338,443
1686393453.6090972,345,444
1686393453.6243136,345,444
1686393453.6398242,353,443
1686393453.6553671,353,443
1686393453.6704972,400,430
1686393453.6864715,400,430
1686393453.7011404,453,420
1686393453.7161357,453,420
1686393453.731141,601,396
1686393453.7471826,601,396
1686393453.763139,601,396
1686393453.7786646,680,386
1686393453.7946796,680,386
1686393453.8106804,718,378
1686393453.8266826,718,378
1686393453.8426814,756,373
1686393453.8586822,756,373
1686393453.8746963,773,366
1686393453.8902295,773,366
1686393453.9062507,782,364
1686393453.9214835,782,364
1686393453.937168,789,361
1686393453.9531622,789,361
1686393453.969166,793,361
1686393453.9852755,793,361
1686393454.0010185,798,360
1686393454.0168498,798,360
1686393454.03199,808,359
1686393454.0476105,808,359
1686393454.062994,826,352
1686393454.0784311,826,352
1686393454.0944922,826,352
1686393454.1105022,849,343
1686393454.1261415,849,343
1686393454.1421564,870,324
1686393454.158143,870,324
1686393454.1736066,877,319
1686393454.188901,877,319
1686393454.2049828,879,317
1686393454.220257,879,317
1686393454.2349184,881,315
1686393454.2503285,881,315
1686393454.2655084,881,314
1686393454.2810628,881,314
1686393454.2962828,878,313
1686393454.3122263,878,313
1686393454.3273773,874,310
1686393454.3431442,874,310
1686393454.3587525,874,310
1686393454.3751888,872,309
1686393454.3907,872,309
1686393454.4072056,873,308
1686393454.4223292,873,308
1686393454.4383276,880,307
1686393454.4543238,880,307
1686393454.4696872,886,306
1686393454.4849098,886,306
1686393454.499954,896,303
1686393454.515149,896,303
1686393454.5312462,905,302
1686393454.5462167,905,302
1686393454.5615435,915,303
1686393454.5774477,915,303
1686393454.5931427,915,303
1686393454.6087997,919,306
1686393454.6243632,919,306
1686393454.6400285,920,308
1686393454.6562626,920,308
1686393454.6719635,924,310
1686393454.6872365,924,310
1686393454.702716,926,311
1686393454.7183146,926,311
1686393454.733984,931,311
1686393454.7497253,931,311
1686393454.7647603,938,311
1686393454.780124,938,311
1686393454.7952814,940,313
1686393454.8111367,940,313
1686393454.8269968,940,313
1686393454.8416717,943,318
1686393454.8566272,943,318
1686393454.8721173,944,321
1686393454.8878112,944,321
1686393454.9036677,944,325
1686393454.9186718,944,325
1686393454.9347453,939,331
1686393454.9500237,939,331
1686393454.965468,939,332
1686393454.9809883,939,332
1686393454.99641,938,333
1686393455.0116205,938,333
1686393455.0268967,938,333
1686393455.0422795,938,333
1686393455.0575206,938,333
1686393455.0730386,939,332
1686393455.0888746,939,332
1686393455.1048682,939,332
1686393455.120869,939,332
1686393455.136824,941,332
1686393455.1527145,941,332
1686393455.1689587,945,330
1686393455.1835425,945,330
1686393455.1986995,952,328
1686393455.2141645,952,328
1686393455.229951,959,326
1686393455.2459743,959,326
1686393455.2611728,959,326
1686393455.2770624,962,324
1686393455.2928228,962,324
1686393455.3081317,964,324
1686393455.3234394,964,324
1686393455.3384671,977,317
1686393455.3539476,977,317
1686393455.3691058,1009,302
1686393455.3848028,1009,302
1686393455.4004035,1046,287
1686393455.4160907,1046,287
1686393455.431774,1207,231
1686393455.4469297,1207,231
1686393455.4626465,1207,231
1686393455.4786656,1270,213
1686393455.4941797,1270,213
1686393455.510113,1343,189
1686393455.5262697,1343,189
1686393455.5419044,1377,178
1686393455.5570974,1377,178
1686393455.5728922,1419,164
1686393455.5887475,1419,164
1686393455.604278,1428,157
1686393455.6202369,1428,157
1686393455.6359446,1428,155
1686393455.6518714,1428,155
1686393455.6671042,1428,155
1686393455.6829176,1428,155
1686393455.6978016,1429,154
1686393455.7129953,1429,154
1686393455.7287855,1429,154
1686393455.7442398,1429,154
1686393455.7598994,1429,154
1686393455.7758267,1428,154
1686393455.7917993,1428,154
1686393455.8075182,1427,154
1686393455.8231068,1427,154
1686393455.8389618,1433,154
1686393455.854356,1433,154
1686393455.869822,1451,156
1686393455.8853064,1451,156
1686393455.900427,1487,153
1686393455.9156768,1487,153
1686393455.9309587,1508,155
1686393455.9461286,1508,155
1686393455.9615035,1531,155
1686393455.9768386,1531,155
1686393455.9923773,1540,153
1686393456.0075083,1540,153
1686393456.0235982,1540,153
1686393456.0386016,1550,149
1686393456.0542488,1550,149
1686393456.0700078,1616,135
1686393456.0852468,1616,135
1686393456.10042,1688,123
1686393456.1164744,1688,123
1686393456.1319382,1729,118
1686393456.148018,1729,118
1686393456.1636667,1781,112
1686393456.179226,1781,112
1686393456.19478,1781,112
1686393456.2108052,1950,90
1686393456.2266316,1950,90
1686393456.2420156,2001,81
1686393456.2580597,2001,81
1686393456.273339,2073,74
1686393456.2887259,2073,74
1686393456.3042893,2105,73
1686393456.3194478,2105,73
1686393456.3348749,2126,69
1686393456.3504276,2126,69
1686393456.3657887,2135,70
1686393456.3810651,2135,70
1686393456.3968284,2150,71
1686393456.4127095,2150,71
1686393456.4279273,2159,71
