1687013406.8525927 Coordinates x=1397 px, y=47 px
1687013406.8679714 Coordinates x=1397 px, y=47 px
1687013406.883816 Coordinates x=1404 px, y=40 px
1687013406.8995512 Coordinates x=1404 px, y=40 px
1687013406.9145205 Coordinates x=1406 px, y=39 px
1687013406.9301596 Coordinates x=1406 px, y=39 px
1687013406.9456234 Coordinates x=1406 px, y=39 px
1687013406.961633 Coordinates x=1408 px, y=37 px
1687013406.9776342 Coordinates x=1408 px, y=37 px
1687013406.994048 Coordinates x=1411 px, y=34 px
1687013407.009283 Coordinates x=1411 px, y=34 px
1687013407.0253046 Coordinates x=1416 px, y=30 px
1687013407.0414288 Coordinates x=1416 px, y=30 px
1687013407.0569022 Coordinates x=1417 px, y=30 px
1687013407.0722742 Coordinates x=1417 px, y=30 px
1687013407.0877395 Coordinates x=1419 px, y=29 px
1687013407.1029494 Coordinates x=1419 px, y=29 px
1687013407.118448 Coordinates x=1419 px, y=28 px
1687013407.134375 Coordinates x=1419 px, y=28 px
1687013407.149763 Coordinates x=1418 px, y=27 px
1687013407.165375 Coordinates x=1418 px, y=27 px
1687013407.1809182 Coordinates x=1394 px, y=30 px
1687013407.1966236 Coordinates x=1394 px, y=30 px
1687013407.212464 Coordinates x=1394 px, y=30 px
1687013407.2279997 Coordinates x=1364 px, y=36 px
1687013407.2433314 Coordinates x=1364 px, y=36 px
1687013407.2580812 Coordinates x=1337 px, y=46 px
1687013407.27399 Coordinates x=1337 px, y=46 px
1687013407.289896 Coordinates x=1316 px, y=52 px
1687013407.3052478 Coordinates x=1316 px, y=52 px
1687013407.321437 Coordinates x=1316 px, y=52 px
1687013407.337138 Coordinates x=1316 px, y=52 px
1687013407.3520417 Coordinates x=1316 px, y=54 px
1687013407.367942 Coordinates x=1316 px, y=54 px
1687013407.3843596 Coordinates x=1321 px, y=56 px
1687013407.3999417 Coordinates x=1321 px, y=56 px
1687013407.4154484 Coordinates x=1341 px, y=57 px
1687013407.4314349 Coordinates x=1341 px, y=57 px
1687013407.4474316 Coordinates x=1341 px, y=57 px
1687013407.463014 Coordinates x=1410 px, y=51 px
1687013407.478002 Coordinates x=1410 px, y=51 px
1687013407.4940305 Coordinates x=1464 px, y=39 px
1687013407.5093083 Coordinates x=1464 px, y=39 px
1687013407.524624 Coordinates x=1506 px, y=32 px
1687013407.5405166 Coordinates x=1506 px, y=32 px
1687013407.5554168 Coordinates x=1540 px, y=26 px
1687013407.5708666 Coordinates x=1540 px, y=26 px
1687013407.5867567 Coordinates x=1552 px, y=23 px
1687013407.6026366 Coordinates x=1552 px, y=23 px
1687013407.617454 Coordinates x=1557 px, y=22 px
1687013407.6335588 Coordinates x=1557 px, y=22 px
1687013407.648771 Coordinates x=1556 px, y=23 px
1687013407.6648636 Coordinates x=1556 px, y=23 px
1687013407.6804125 Coordinates x=1556 px, y=23 px
1687013407.6961627 Coordinates x=1536 px, y=26 px
1687013407.7110274 Coordinates x=1536 px, y=26 px
1687013407.7272086 Coordinates x=1483 px, y=30 px
1687013407.7430007 Coordinates x=1483 px, y=30 px
1687013407.7582715 Coordinates x=1387 px, y=44 px
1687013407.7737715 Coordinates x=1387 px, y=44 px
1687013407.7890847 Coordinates x=1344 px, y=49 px
1687013407.8042018 Coordinates x=1344 px, y=49 px
1687013407.8194928 Coordinates x=1312 px, y=64 px
1687013407.8350077 Coordinates x=1312 px, y=64 px
1687013407.8512115 Coordinates x=1294 px, y=73 px
1687013407.8670666 Coordinates x=1294 px, y=73 px
1687013407.8819835 Coordinates x=1294 px, y=73 px
1687013407.8974025 Coordinates x=1288 px, y=76 px
