1687084375.8616462 Coordinates x=1347 px, y=282 px
1687084375.8776605 Coordinates x=1347 px, y=282 px
1687084375.8934882 Coordinates x=1351 px, y=276 px
1687084375.9088178 Coordinates x=1351 px, y=276 px
1687084375.9242327 Coordinates x=1354 px, y=274 px
1687084375.940229 Coordinates x=1354 px, y=274 px
1687084375.9562676 Coordinates x=1357 px, y=271 px
1687084375.9723694 Coordinates x=1357 px, y=271 px
1687084375.9883537 Coordinates x=1360 px, y=269 px
1687084376.003884 Coordinates x=1360 px, y=269 px
1687084376.0191896 Coordinates x=1363 px, y=268 px
1687084376.0345845 Coordinates x=1363 px, y=268 px
1687084376.0497084 Coordinates x=1364 px, y=268 px
1687084376.0649092 Coordinates x=1364 px, y=268 px
1687084376.080039 Coordinates x=1364 px, y=268 px
1687084376.0953608 Coordinates x=1365 px, y=268 px
1687084376.1113713 Coordinates x=1365 px, y=268 px
1687084376.126997 Coordinates x=1368 px, y=267 px
1687084376.1422765 Coordinates x=1368 px, y=267 px
1687084376.1573014 Coordinates x=1362 px, y=266 px
1687084376.1725187 Coordinates x=1362 px, y=266 px
1687084376.187747 Coordinates x=933 px, y=281 px
1687084376.2038302 Coordinates x=933 px, y=281 px
1687084376.219456 Coordinates x=866 px, y=277 px
1687084376.234522 Coordinates x=866 px, y=277 px
1687084376.2499602 Coordinates x=866 px, y=277 px
1687084376.2660196 Coordinates x=799 px, y=273 px
1687084376.2816715 Coordinates x=799 px, y=273 px
1687084376.297238 Coordinates x=776 px, y=273 px
1687084376.312819 Coordinates x=776 px, y=273 px
1687084376.3280585 Coordinates x=657 px, y=274 px
1687084376.3432856 Coordinates x=657 px, y=274 px
1687084376.3591287 Coordinates x=403 px, y=282 px
1687084376.3748994 Coordinates x=403 px, y=282 px
1687084376.3901901 Coordinates x=367 px, y=286 px
1687084376.4060078 Coordinates x=367 px, y=286 px
1687084376.4212315 Coordinates x=349 px, y=284 px
1687084376.4362998 Coordinates x=349 px, y=284 px
1687084376.4525468 Coordinates x=326 px, y=281 px
1687084376.4672577 Coordinates x=326 px, y=281 px
1687084376.4830456 Coordinates x=326 px, y=281 px
1687084376.4984252 Coordinates x=311 px, y=280 px
1687084376.5137897 Coordinates x=305 px, y=280 px
1687084376.5297205 Coordinates x=305 px, y=280 px
1687084376.544878 Coordinates x=305 px, y=280 px
1687084376.560871 Coordinates x=305 px, y=279 px
1687084376.5767255 Coordinates x=305 px, y=279 px
1687084376.5917335 Coordinates x=311 px, y=280 px
1687084376.60683 Coordinates x=311 px, y=280 px
1687084376.6223545 Coordinates x=337 px, y=280 px
1687084376.638051 Coordinates x=337 px, y=280 px
1687084376.6544461 Coordinates x=337 px, y=280 px
1687084376.6696482 Coordinates x=369 px, y=285 px
1687084376.684672 Coordinates x=369 px, y=285 px
1687084376.7006721 Coordinates x=387 px, y=289 px
1687084376.7156787 Coordinates x=397 px, y=291 px
1687084376.7317686 Coordinates x=397 px, y=291 px
1687084376.7469568 Coordinates x=397 px, y=291 px
1687084376.7619245 Coordinates x=399 px, y=293 px
1687084376.7774692 Coordinates x=399 px, y=293 px
1687084376.7934783 Coordinates x=399 px, y=298 px
1687084376.8086624 Coordinates x=399 px, y=298 px
1687084376.8247645 Coordinates x=395 px, y=303 px
1687084376.8402038 Coordinates x=395 px, y=303 px
1687084376.8558383 Coordinates x=391 px, y=306 px
1687084376.8718407 Coordinates x=391 px, y=306 px
1687084376.8879416 Coordinates x=386 px, y=309 px
1687084376.903628 Coordinates x=386 px, y=309 px
1687084376.918737 Coordinates x=378 px, y=310 px
1687084376.9345322 Coordinates x=378 px, y=310 px
1687084376.949755 Coordinates x=368 px, y=313 px
1687084376.9654293 Coordinates x=368 px, y=313 px
1687084376.9809446 Coordinates x=368 px, y=313 px
1687084376.9968646 Coordinates x=363 px, y=315 px
1687084377.0132508 Coordinates x=363 px, y=315 px
1687084377.0274963 Coordinates x=363 px, y=315 px
1687084377.0430224 Coordinates x=363 px, y=315 px
1687084377.0583196 Coordinates x=363 px, y=315 px
1687084377.0735388 Coordinates x=363 px, y=315 px
1687084377.0897748 Coordinates x=362 px, y=316 px
1687084377.1052554 Coordinates x=362 px, y=316 px
1687084377.121172 Coordinates x=362 px, y=316 px
1687084377.1362998 Coordinates x=362 px, y=316 px
1687084377.1522067 Coordinates x=361 px, y=317 px
1687084377.167375 Coordinates x=361 px, y=317 px
1687084377.1833029 Coordinates x=361 px, y=317 px
1687084377.1984098 Coordinates x=361 px, y=317 px
1687084377.2139423 Coordinates x=361 px, y=317 px
1687084377.2290952 Coordinates x=361 px, y=317 px
1687084377.2446065 Coordinates x=361 px, y=317 px
1687084377.260604 Coordinates x=369 px, y=318 px
