timestamp,x,y
1686390800.0365708,403,461
1686390800.0517657,403,461
1686390800.0673923,403,456
1686390800.0834322,403,456
1686390800.0984778,403,456
1686390800.1136503,403,450
1686390800.1283123,403,450
1686390800.143634,404,443
1686390800.1590936,404,443
1686390800.1743143,405,433
1686390800.1900795,405,433
1686390800.2052631,406,430
1686390800.2202046,406,430
1686390800.235935,406,429
1686390800.251658,406,429
1686390800.2672539,406,429
1686390800.2827315,407,429
1686390800.298237,407,429
1686390800.313568,409,427
1686390800.3294818,409,427
1686390800.3451378,411,426
1686390800.360511,411,426
1686390800.3761823,413,421
1686390800.3917766,413,421
1686390800.4079676,406,402
1686390800.4232461,406,402
1686390800.43916,391,379
1686390800.4550946,391,379
1686390800.4705098,375,358
1686390800.4863925,375,358
1686390800.5013294,359,327
1686390800.5171247,359,327
1686390800.5326304,359,327
1686390800.548115,313,287
1686390800.5634067,313,287
1686390800.5789685,234,248
1686390800.5949028,234,248
1686390800.6103983,182,210
1686390800.6264424,182,210
1686390800.642266,159,196
1686390800.6584578,159,196
1686390800.6740367,149,189
1686390800.6899083,149,189
1686390800.7056134,144,185
1686390800.721174,144,185
1686390800.7363102,139,179
1686390800.7524168,139,179
1686390800.7677007,135,178
1686390800.783839,135,178
1686390800.7987869,135,178
1686390800.814805,124,181
1686390800.830499,124,181
1686390800.8460631,117,183
1686390800.8612702,117,183
1686390800.877267,114,184
1686390800.8930798,114,184
1686390800.908789,113,184
1686390800.9240227,113,184
1686390800.940119,111,184
1686390800.956207,111,184
1686390800.9718068,168,254
1686390800.9874012,168,254
1686390801.0034797,266,332
1686390801.0185082,266,332
1686390801.0341434,266,332
1686390801.0496538,287,369
1686390801.065267,287,369
1686390801.0810935,318,414
1686390801.09691,318,414
1686390801.1126275,325,428
1686390801.1283624,325,428
1686390801.1443665,331,436
1686390801.1602428,331,436
1686390801.1759446,333,441
1686390801.1917348,333,441
1686390801.2070985,334,442
1686390801.22295,334,442
1686390801.2377973,335,440
1686390801.2530193,335,440
1686390801.2691782,339,428
1686390801.284943,339,428
1686390801.3002164,346,412
1686390801.3164828,346,412
1686390801.332169,350,401
1686390801.347304,350,401
1686390801.36281,355,395
1686390801.3788779,355,395
1686390801.3946223,355,395
1686390801.4104183,363,386
1686390801.425543,363,386
1686390801.4407983,377,378
1686390801.4560387,377,378
1686390801.4715683,402,369
1686390801.4867623,402,369
1686390801.5020084,434,358
1686390801.517243,434,358
1686390801.532852,468,350
1686390801.5486667,468,350
1686390801.564678,502,346
1686390801.5801501,502,346
1686390801.5958948,527,345
1686390801.6114132,527,345
1686390801.6273334,555,340
1686390801.6427217,555,340
1686390801.6582537,555,340
1686390801.6742725,582,329
1686390801.6902683,582,329
1686390801.7062697,608,321
1686390801.7222714,608,321
1686390801.7382717,620,312
1686390801.7542813,620,312
1686390801.7696471,641,263
1686390801.7856963,641,263
1686390801.8017037,646,239
1686390801.817642,646,239
1686390801.8326411,648,203
1686390801.848653,648,203
1686390801.8641722,624,125
1686390801.880227,624,125
1686390801.8962975,624,125
1686390801.9121165,626,106
1686390801.9271164,631,76
1686390801.9420214,631,76
1686390801.9572723,631,76
1686390801.9728708,649,48
1686390801.9883,649,48
1686390802.0037632,666,27
1686390802.0197814,666,27
1686390802.035775,681,9
1686390802.0518994,681,9
1686390802.0674207,687,1
1686390802.083321,687,1
1686390802.0984154,691,-4
1686390802.1144137,691,-4
1686390802.130417,691,-4
1686390802.1465294,694,-6
1686390802.1622581,694,-6
1686390802.1782563,696,-7
1686390802.1942935,696,-7
1686390802.2094471,699,-10
1686390802.225028,699,-10
1686390802.2408695,706,-8
1686390802.2567914,706,-8
1686390802.2725146,796,0
1686390802.2885282,796,0
1686390802.3045263,907,13
1686390802.3199122,907,13
1686390802.3356032,932,18
1686390802.350975,932,18
1686390802.366945,958,23
1686390802.3829892,958,23
1686390802.39855,958,23
1686390802.4141145,970,27
1686390802.4299011,970,27
1686390802.4451497,985,31
1686390802.461319,985,31
1686390802.4768734,996,34
1686390802.4922655,996,34
1686390802.5081708,1004,36
1686390802.5236063,1004,36
1686390802.5393806,1013,38
1686390802.5553355,1013,38
1686390802.5715368,1033,52
1686390802.5866108,1033,52
1686390802.602705,1054,68
1686390802.6178355,1054,68
1686390802.6331403,1054,68
1686390802.6487896,1054,68
1686390802.6643474,1101,107
1686390802.6798043,1198,134
1686390802.6955075,1198,134
1686390802.711523,1277,146
1686390802.7276194,1277,146
1686390802.7426932,1348,153
1686390802.75832,1348,153
1686390802.773738,1373,157
1686390802.7897096,1373,157
1686390802.8055022,1386,162
1686390802.8213735,1386,162
1686390802.8372474,1397,164
1686390802.8533206,1397,164
1686390802.8687952,1397,164
1686390802.8847928,1399,164
1686390802.9001408,1399,164
1686390802.9158206,1402,163
1686390802.9315345,1406,163
1686390802.946719,1406,163
1686390802.962698,1406,163
1686390802.9778256,1406,163
1686390802.9937925,1406,163
1686390803.0098155,1404,165
1686390803.025848,1404,165
1686390803.0417268,1415,173
1686390803.0573196,1415,173
1686390803.0731106,1436,186
1686390803.0884216,1436,186
1686390803.1037493,1485,210
1686390803.1196194,1485,210
1686390803.1347828,1537,232
1686390803.1499288,1537,232
1686390803.165149,1586,245
1686390803.1809487,1586,245
1686390803.195727,1586,245
1686390803.2119176,1636,271
1686390803.2265937,1636,271
1686390803.2417743,1671,283
1686390803.2573225,1671,283
1686390803.272518,1704,296
1686390803.2883823,1704,296
1686390803.3035908,1737,311
1686390803.319159,1737,311
1686390803.335072,1768,322
1686390803.3506248,1768,322
1686390803.366,1799,329
1686390803.382001,1799,329
1686390803.3970258,1799,329
1686390803.4128933,1936,344
1686390803.4283879,1936,344
1686390803.443776,2013,347
1686390803.4593918,2013,347
1686390803.4751008,2049,346
1686390803.4907804,2049,346
1686390803.505752,2084,346
1686390803.5210173,2084,346
1686390803.5362973,2098,346
1686390803.551677,2098,346
1686390803.5670335,2102,345
1686390803.5824301,2102,345
1686390803.5975199,2102,345
1686390803.6131182,2108,348
1686390803.6287873,2108,348
1686390803.644843,2119,350
1686390803.6607914,2119,350
1686390803.6756048,2138,350
1686390803.6908886,2138,350
1686390803.7067368,2147,351
1686390803.7226293,2147,351
1686390803.7379124,2150,350
1686390803.7538397,2150,350
1686390803.769946,1359,232
1686390803.7859323,1359,232
1686390803.8018286,797,177
1686390803.8178422,797,177
1686390803.8331356,797,177
1686390803.848655,678,172
1686390803.864263,678,172
1686390803.8798459,611,165
1686390803.8954966,611,165
1686390803.9114995,577,156
1686390803.9269843,577,156
1686390803.9425569,566,142
1686390803.9585035,566,142
1686390803.9737835,557,125
1686390803.9895017,557,125
1686390804.0047457,555,115
1686390804.0201912,555,115
1686390804.0359728,497,103
1686390804.054762,497,103
1686390804.082604,296,88
1686390804.0985904,296,88
1686390804.1145134,244,89
1686390804.1303864,244,89
1686390804.1464753,200,89
1686390804.1630552,200,89
1686390804.1785057,182,87
1686390804.1943805,182,87
1686390804.2103798,172,85
1686390804.2257092,172,85
1686390804.2420342,174,87
1686390804.2575502,174,87
1686390804.2733006,188,99
1686390804.28878,188,99
1686390804.304236,215,119
1686390804.3201227,215,119
1686390804.3360586,262,125
1686390804.351637,262,125
1686390804.367266,262,125
1686390804.383233,413,134
1686390804.398716,413,134
1686390804.4139342,475,136
1686390804.4297042,475,136
1686390804.4459386,544,149
1686390804.461201,544,149
1686390804.4763987,577,163
1686390804.4916022,577,163
1686390804.5072622,608,176
1686390804.522715,608,176
1686390804.5385253,646,191
1686390804.5545824,646,191
1686390804.5701294,734,209
1686390804.5859904,734,209
1686390804.6012533,795,229
1686390804.6166637,795,229
1686390804.632263,795,229
1686390804.647761,859,251
1686390804.6630304,859,251
1686390804.6787887,899,259
1686390804.6943243,899,259
1686390804.7099252,914,265
1686390804.725215,914,265
1686390804.7399125,992,294
1686390804.7558339,992,294
1686390804.7717745,1053,304
1686390804.787404,1053,304
1686390804.802732,1070,309
1686390804.818252,1070,309
1686390804.8332074,1085,316
1686390804.8484077,1085,316
1686390804.8637235,1085,316
1686390804.8788712,1102,319
1686390804.894871,1102,319
1686390804.9102688,1115,320
1686390804.926183,1115,320
1686390804.9421794,1162,327
1686390804.9581468,1162,327
1686390804.9734828,1346,342
1686390804.9894214,1346,342
1686390805.004916,1437,361
1686390805.0205283,1437,361
1686390805.0356529,1479,373
1686390805.051769,1479,373
1686390805.0676968,1515,376
1686390805.0838594,1515,376
1686390805.0989752,1526,374
1686390805.11504,1526,374
1686390805.1306992,1538,375
1686390805.14577,1538,375
1686390805.1610706,1546,374
1686390805.1766052,1546,374
1686390805.1926527,1546,374
1686390805.2082968,1669,382
1686390805.2238655,1669,382
1686390805.2390375,1722,405
1686390805.2551498,1722,405
1686390805.270896,1761,429
1686390805.2858973,1761,429
1686390805.300901,1795,439
1686390805.3167949,1795,439
1686390805.3328116,1818,445
1686390805.3487868,1818,445
1686390805.3648088,1843,449
1686390805.3803642,1843,449
1686390805.3953607,1843,449
1686390805.4113657,1865,451
1686390805.4273608,1865,451
1686390805.4428854,1969,460
1686390805.458745,1969,460
1686390805.4743125,2058,475
1686390805.4903443,2058,475
1686390805.5054345,2100,484
1686390805.5214453,2100,484
1686390805.5374458,2129,496
1686390805.5534554,2129,496
1686390805.56897,2145,510
1686390805.5850995,2145,510
1686390805.6004002,2169,522
1686390805.615687,2169,522
1686390805.6316643,2175,530
1686390805.6476753,2175,530
1686390805.6630113,2177,533
1686390805.6783755,2177,533
1686390805.6944654,2177,533
1686390805.7096148,2133,533
1686390805.72575,2133,533
1686390805.7411413,1685,473
1686390805.756787,1685,473
1686390805.7723358,1625,462
1686390805.7879722,1625,462
1686390805.802996,1579,455
1686390805.8183568,1579,455
1686390805.8337314,1549,452
1686390805.8491771,1549,452
1686390805.8645337,1544,451
1686390805.8805962,1544,451
1686390805.8960936,1544,451
1686390805.911947,1443,425
1686390805.9276686,1443,425
1686390805.9436352,1338,412
1686390805.959039,1338,412
1686390805.9744992,1292,400
1686390805.9905715,1292,400
1686390806.0066416,1262,391
1686390806.0221288,1262,391
1686390806.0373151,1250,378
1686390806.0526838,1250,378
1686390806.0684416,1243,368
1686390806.0844316,1243,368
1686390806.0999749,1236,365
1686390806.1157806,1236,365
1686390806.1312501,1229,363
1686390806.1472683,1229,363
1686390806.1631432,1229,363
1686390806.1780267,1228,362
1686390806.1934774,1228,362
1686390806.208842,1230,363
1686390806.2243419,1230,363
1686390806.2400753,1233,363
1686390806.256088,1233,363
1686390806.2718184,1241,363
1686390806.2871914,1241,363
1686390806.302488,1243,365
1686390806.3180385,1243,365
1686390806.333056,1253,369
1686390806.3486872,1253,369
1686390806.3640518,1253,369
1686390806.379882,1274,377
1686390806.3951843,1274,377
1686390806.4110782,1302,379
1686390806.4268513,1302,379
1686390806.4422092,1337,382
1686390806.458437,1337,382
1686390806.4743664,1350,383
1686390806.490099,1350,383
1686390806.506102,1354,383
1686390806.5212383,1354,383
1686390806.5362434,1363,386
1686390806.5523465,1363,386
1686390806.5680616,1370,385
1686390806.5840657,1370,385
1686390806.6000028,1382,393
1686390806.6150236,1382,393
1686390806.6306257,1384,402
1686390806.6456048,1384,402
1686390806.6619523,1384,402
1686390806.6777563,1388,434
1686390806.6930192,1388,434
1686390806.7090254,1388,437
1686390806.7251978,1388,437
1686390806.7411246,1389,536
1686390806.7563562,1389,536
1686390806.7719069,1384,587
1686390806.7872992,1384,587
1686390806.8031793,1382,605
1686390806.8189993,1382,605
1686390806.8342404,1385,612
1686390806.8497255,1385,612
1686390806.8651538,1386,614
1686390806.8805592,1386,614
1686390806.8960738,1386,614
1686390806.912025,1388,621
1686390806.9271443,1388,621
1686390806.94326,1358,630
1686390806.9584184,1358,630
1686390806.973818,1264,640
1686390806.9889975,1264,640
1686390807.0050914,1193,641
1686390807.0205774,1193,641
1686390807.0357964,1156,633
1686390807.0507636,1156,633
1686390807.0668974,1156,633
1686390807.0829706,1139,638
1686390807.0989742,1139,638
1686390807.1144414,1113,642
1686390807.1305797,1113,642
1686390807.1458242,1105,645
1686390807.1617723,1105,645
1686390807.1774826,1099,647
1686390807.1934698,1099,647
1686390807.2087622,1080,651
1686390807.224681,1080,651
1686390807.239801,1063,654
1686390807.25485,1063,654
1686390807.2706227,757,673
1686390807.2863388,757,673
1686390807.3014908,720,677
1686390807.3167734,720,677
1686390807.332317,720,677
1686390807.3480778,696,694
1686390807.363357,696,694
1686390807.3792155,681,714
1686390807.3946295,681,714
1686390807.4106271,648,734
1686390807.4263122,648,734
1686390807.4417539,639,744
1686390807.457325,639,744
1686390807.4727802,637,748
1686390807.4883914,637,748
1686390807.503511,634,753
1686390807.5190196,634,753
1686390807.5345304,634,753
1686390807.550126,630,756
1686390807.5654676,630,756
