1687008415.940628 Coordinates x=1411 px, y=703 px
1687008415.9561977 Coordinates x=1418 px, y=701 px
1687008415.9722664 Coordinates x=1418 px, y=701 px
1687008415.9882941 Coordinates x=1423 px, y=700 px
1687008416.004239 Coordinates x=1423 px, y=700 px
1687008416.0194497 Coordinates x=1435 px, y=699 px
1687008416.0354693 Coordinates x=1435 px, y=699 px
1687008416.050693 Coordinates x=1435 px, y=699 px
1687008416.0669723 Coordinates x=1442 px, y=699 px
1687008416.082001 Coordinates x=1442 px, y=699 px
1687008416.097894 Coordinates x=1445 px, y=698 px
1687008416.1129925 Coordinates x=1445 px, y=698 px
1687008416.1288023 Coordinates x=1450 px, y=700 px
1687008416.1441722 Coordinates x=1450 px, y=700 px
1687008416.1596699 Coordinates x=1454 px, y=700 px
1687008416.175146 Coordinates x=1454 px, y=700 px
1687008416.1907172 Coordinates x=1457 px, y=700 px
1687008416.2060294 Coordinates x=1457 px, y=700 px
1687008416.2212324 Coordinates x=1457 px, y=700 px
1687008416.2370915 Coordinates x=1457 px, y=700 px
1687008416.2523515 Coordinates x=1444 px, y=687 px
1687008416.267913 Coordinates x=1444 px, y=687 px
1687008416.283843 Coordinates x=1248 px, y=369 px
1687008416.298997 Coordinates x=1248 px, y=369 px
1687008416.3146229 Coordinates x=1248 px, y=369 px
1687008416.3306513 Coordinates x=1194 px, y=254 px
1687008416.3451734 Coordinates x=1194 px, y=254 px
1687008416.3612025 Coordinates x=1160 px, y=185 px
1687008416.3770223 Coordinates x=1160 px, y=185 px
1687008416.3933353 Coordinates x=1125 px, y=129 px
1687008416.4095223 Coordinates x=1125 px, y=129 px
1687008416.424957 Coordinates x=1078 px, y=116 px
1687008416.440217 Coordinates x=1078 px, y=116 px
1687008416.4561503 Coordinates x=1078 px, y=116 px
1687008416.4719563 Coordinates x=1040 px, y=106 px
1687008416.4875119 Coordinates x=1013 px, y=96 px
1687008416.5032191 Coordinates x=1013 px, y=96 px
1687008416.5192983 Coordinates x=1013 px, y=96 px
1687008416.534572 Coordinates x=996 px, y=90 px
1687008416.5497873 Coordinates x=989 px, y=84 px
1687008416.5656984 Coordinates x=989 px, y=84 px
1687008416.581482 Coordinates x=989 px, y=84 px
1687008416.5973434 Coordinates x=988 px, y=73 px
1687008416.61332 Coordinates x=988 px, y=73 px
1687008416.6289163 Coordinates x=1014 px, y=59 px
1687008416.6442297 Coordinates x=1014 px, y=59 px
1687008416.6595945 Coordinates x=1044 px, y=49 px
1687008416.675442 Coordinates x=1044 px, y=49 px
1687008416.6906633 Coordinates x=1063 px, y=41 px
1687008416.7065651 Coordinates x=1063 px, y=41 px
1687008416.721789 Coordinates x=1080 px, y=35 px
1687008416.7371368 Coordinates x=1080 px, y=35 px
1687008416.7524893 Coordinates x=1080 px, y=35 px
1687008416.767968 Coordinates x=1099 px, y=27 px
1687008416.7830923 Coordinates x=1099 px, y=27 px
1687008416.7990758 Coordinates x=1116 px, y=22 px
1687008416.8146534 Coordinates x=1116 px, y=22 px
1687008416.8299515 Coordinates x=1137 px, y=16 px
1687008416.8456767 Coordinates x=1137 px, y=16 px
1687008416.8603997 Coordinates x=1178 px, y=12 px
1687008416.8766074 Coordinates x=1178 px, y=12 px
1687008416.8925638 Coordinates x=1178 px, y=12 px
1687008416.9085026 Coordinates x=1180 px, y=12 px
1687008416.9236817 Coordinates x=1180 px, y=12 px
1687008416.9392955 Coordinates x=1180 px, y=12 px
1687008416.9544506 Coordinates x=1180 px, y=12 px
1687008416.970322 Coordinates x=1180 px, y=12 px
1687008416.986204 Coordinates x=1180 px, y=12 px
1687008417.0014834 Coordinates x=1180 px, y=12 px
1687008417.0169783 Coordinates x=1173 px, y=15 px
1687008417.0324705 Coordinates x=1128 px, y=24 px
1687008417.047836 Coordinates x=1094 px, y=30 px
1687008417.063445 Coordinates x=1065 px, y=33 px
1687008417.0788739 Coordinates x=1045 px, y=39 px
1687008417.0940893 Coordinates x=1028 px, y=43 px
1687008417.1095872 Coordinates x=1028 px, y=43 px
1687008417.1248355 Coordinates x=1025 px, y=42 px
1687008417.1401224 Coordinates x=1025 px, y=42 px
1687008417.1564684 Coordinates x=1025 px, y=42 px
1687008417.1720903 Coordinates x=1025 px, y=42 px
1687008417.1874413 Coordinates x=1025 px, y=42 px
1687008417.2031038 Coordinates x=1025 px, y=42 px
1687008417.219214 Coordinates x=1025 px, y=42 px
1687008417.2345731 Coordinates x=1025 px, y=42 px
1687008417.2499762 Coordinates x=1025 px, y=42 px
1687008417.265098 Coordinates x=1025 px, y=42 px
1687008417.2808585 Coordinates x=1025 px, y=42 px
1687008417.2961245 Coordinates x=1025 px, y=42 px
1687008417.3117967 Coordinates x=1025 px, y=42 px
1687008417.326875 Coordinates x=1025 px, y=42 px
1687008417.3426583 Coordinates x=1025 px, y=42 px
1687008417.3585901 Coordinates x=1025 px, y=42 px
1687008417.374162 Coordinates x=1025 px, y=42 px
1687008417.3898156 Coordinates x=1025 px, y=42 px
1687008417.405356 Coordinates x=1025 px, y=42 px
1687008417.420568 Coordinates x=1025 px, y=42 px
1687008417.4357538 Coordinates x=1279 px, y=9 px
1687008417.4525511 Coordinates x=1279 px, y=9 px
1687008417.4681592 Coordinates x=1279 px, y=9 px
1687008417.483305 Coordinates x=1292 px, y=7 px
1687008417.4990923 Coordinates x=1292 px, y=7 px
1687008417.514332 Coordinates x=1313 px, y=6 px
1687008417.5303168 Coordinates x=1357 px, y=4 px
1687008417.5457594 Coordinates x=1392 px, y=2 px
1687008417.5615427 Coordinates x=1392 px, y=2 px
1687008417.5774586 Coordinates x=1426 px, y=2 px
1687008417.5925765 Coordinates x=1447 px, y=1 px
1687008417.6082215 Coordinates x=1447 px, y=1 px
1687008417.6232452 Coordinates x=1451 px, y=1 px
1687008417.6393456 Coordinates x=1451 px, y=1 px
1687008417.6554775 Coordinates x=1459 px, y=1 px
1687008417.6709082 Coordinates x=1459 px, y=1 px
1687008417.6872644 Coordinates x=1459 px, y=1 px
1687008417.7028 Coordinates x=1506 px, y=0 px
1687008417.7181516 Coordinates x=1506 px, y=0 px
1687008417.7336502 Coordinates x=1562 px, y=0 px
1687008417.748787 Coordinates x=1562 px, y=0 px
1687008417.763965 Coordinates x=1562 px, y=0 px
1687008417.7795184 Coordinates x=1606 px, y=0 px
1687008417.7951055 Coordinates x=1606 px, y=0 px
1687008417.8100002 Coordinates x=1640 px, y=0 px
1687008417.8264418 Coordinates x=1640 px, y=0 px
1687008417.841724 Coordinates x=1666 px, y=0 px
1687008417.858075 Coordinates x=1672 px, y=0 px
1687008417.874135 Coordinates x=1672 px, y=0 px
1687008417.890518 Coordinates x=1672 px, y=0 px
1687008417.9059584 Coordinates x=1672 px, y=0 px
1687008417.9210792 Coordinates x=1672 px, y=0 px
1687008417.9370131 Coordinates x=1672 px, y=0 px
1687008417.95253 Coordinates x=1672 px, y=0 px
1687008417.9675846 Coordinates x=1671 px, y=0 px
1687008417.9838161 Coordinates x=1671 px, y=0 px
1687008417.999037 Coordinates x=1669 px, y=0 px
1687008418.014561 Coordinates x=1669 px, y=0 px
1687008418.0304763 Coordinates x=1669 px, y=0 px
1687008418.0465722 Coordinates x=1669 px, y=0 px
1687008418.0623674 Coordinates x=1669 px, y=0 px
1687008418.0785527 Coordinates x=1669 px, y=0 px
1687008418.094054 Coordinates x=1672 px, y=0 px
1687008418.1094863 Coordinates x=1672 px, y=0 px
1687008418.1247203 Coordinates x=1678 px, y=0 px
1687008418.1402504 Coordinates x=1678 px, y=0 px
1687008418.1555932 Coordinates x=1686 px, y=0 px
1687008418.1713428 Coordinates x=1686 px, y=0 px
1687008418.1870656 Coordinates x=1686 px, y=0 px
1687008418.2030625 Coordinates x=1691 px, y=0 px
1687008418.2180657 Coordinates x=1697 px, y=0 px
1687008418.2339602 Coordinates x=1697 px, y=0 px
1687008418.2491932 Coordinates x=1697 px, y=0 px
1687008418.2649195 Coordinates x=1704 px, y=0 px
1687008418.2809324 Coordinates x=1704 px, y=0 px
1687008418.296935 Coordinates x=1701 px, y=0 px
1687008418.3129215 Coordinates x=1701 px, y=0 px
1687008418.3282146 Coordinates x=1281 px, y=90 px
1687008418.343635 Coordinates x=1281 px, y=90 px
1687008418.3591435 Coordinates x=1198 px, y=115 px
1687008418.3745747 Coordinates x=1198 px, y=115 px
1687008418.3905754 Coordinates x=1156 px, y=138 px
1687008418.4065757 Coordinates x=1156 px, y=138 px
1687008418.4215746 Coordinates x=1122 px, y=165 px
1687008418.4375763 Coordinates x=1122 px, y=165 px
1687008418.453068 Coordinates x=1092 px, y=195 px
1687008418.468629 Coordinates x=1092 px, y=195 px
1687008418.4846127 Coordinates x=1080 px, y=202 px
1687008418.5006182 Coordinates x=1080 px, y=202 px
1687008418.5166345 Coordinates x=1080 px, y=202 px
1687008418.5319562 Coordinates x=1078 px, y=206 px
1687008418.5479922 Coordinates x=1078 px, y=206 px
1687008418.5633993 Coordinates x=1074 px, y=209 px
1687008418.5796533 Coordinates x=1074 px, y=209 px
1687008418.5940585 Coordinates x=1089 px, y=212 px
1687008418.609784 Coordinates x=1089 px, y=212 px
1687008418.6256402 Coordinates x=1169 px, y=218 px
1687008418.6406403 Coordinates x=1169 px, y=218 px
1687008418.6561942 Coordinates x=1273 px, y=216 px
1687008418.6713197 Coordinates x=1273 px, y=216 px
1687008418.6869638 Coordinates x=1472 px, y=201 px
1687008418.702308 Coordinates x=1472 px, y=201 px
1687008418.717912 Coordinates x=1570 px, y=194 px
1687008418.733652 Coordinates x=1570 px, y=194 px
1687008418.7490547 Coordinates x=1570 px, y=194 px
1687008418.764579 Coordinates x=1570 px, y=194 px
1687008418.780339 Coordinates x=1632 px, y=167 px
1687008418.7964745 Coordinates x=1632 px, y=167 px
1687008418.8120248 Coordinates x=1700 px, y=91 px
1687008418.827424 Coordinates x=1724 px, y=64 px
1687008418.8432236 Coordinates x=1724 px, y=64 px
1687008418.85875 Coordinates x=1758 px, y=44 px
1687008418.8742394 Coordinates x=1758 px, y=44 px
1687008418.8893554 Coordinates x=1767 px, y=36 px
1687008418.9049737 Coordinates x=1767 px, y=36 px
1687008418.9203386 Coordinates x=1784 px, y=28 px
1687008418.9353955 Coordinates x=1784 px, y=28 px
1687008418.9511547 Coordinates x=1782 px, y=26 px
1687008418.9660041 Coordinates x=1782 px, y=26 px
1687008418.981209 Coordinates x=1782 px, y=26 px
1687008418.9974637 Coordinates x=1352 px, y=113 px
1687008419.0129797 Coordinates x=1352 px, y=113 px
1687008419.02835 Coordinates x=1244 px, y=151 px
1687008419.043722 Coordinates x=1244 px, y=151 px
1687008419.058988 Coordinates x=1170 px, y=179 px
1687008419.0746067 Coordinates x=1170 px, y=179 px
1687008419.0909853 Coordinates x=1132 px, y=206 px
1687008419.1070437 Coordinates x=1132 px, y=206 px
1687008419.1220672 Coordinates x=1121 px, y=217 px
1687008419.137692 Coordinates x=1121 px, y=217 px
1687008419.1529207 Coordinates x=1111 px, y=226 px
1687008419.168725 Coordinates x=1111 px, y=226 px
1687008419.1838274 Coordinates x=1111 px, y=226 px
1687008419.1989684 Coordinates x=1101 px, y=232 px
1687008419.2150912 Coordinates x=1101 px, y=232 px
1687008419.230507 Coordinates x=1086 px, y=238 px
1687008419.2464015 Coordinates x=1086 px, y=238 px
1687008419.2626534 Coordinates x=1086 px, y=238 px
1687008419.2778049 Coordinates x=1086 px, y=238 px
1687008419.2933664 Coordinates x=1089 px, y=240 px
1687008419.3089585 Coordinates x=1089 px, y=240 px
1687008419.3254273 Coordinates x=1100 px, y=242 px
1687008419.3405344 Coordinates x=1100 px, y=242 px
1687008419.3565652 Coordinates x=1112 px, y=243 px
1687008419.3715172 Coordinates x=1112 px, y=243 px
1687008419.387484 Coordinates x=1172 px, y=246 px
1687008419.4034834 Coordinates x=1172 px, y=246 px
1687008419.4189963 Coordinates x=1226 px, y=250 px
1687008419.4346943 Coordinates x=1226 px, y=250 px
1687008419.451112 Coordinates x=1226 px, y=250 px
1687008419.4668658 Coordinates x=1264 px, y=254 px
1687008419.4825644 Coordinates x=1264 px, y=254 px
1687008419.4978125 Coordinates x=1283 px, y=256 px
1687008419.513368 Coordinates x=1283 px, y=256 px
1687008419.5299008 Coordinates x=1329 px, y=257 px
1687008419.5448196 Coordinates x=1329 px, y=257 px
