1687079682.7781243 Coordinates x=1811 px, y=1138 px
1687079682.7932427 Coordinates x=1811 px, y=1138 px
1687079682.8091362 Coordinates x=1827 px, y=1128 px
1687079682.8246968 Coordinates x=1827 px, y=1128 px
1687079682.8406973 Coordinates x=1844 px, y=1124 px
1687079682.8567061 Coordinates x=1844 px, y=1124 px
1687079682.87273 Coordinates x=1856 px, y=1120 px
1687079682.888766 Coordinates x=1856 px, y=1120 px
1687079682.9037662 Coordinates x=1911 px, y=1070 px
1687079682.9192088 Coordinates x=1911 px, y=1070 px
1687079682.935206 Coordinates x=1933 px, y=975 px
1687079682.9512064 Coordinates x=1933 px, y=975 px
1687079682.966406 Coordinates x=1959 px, y=871 px
1687079682.9819393 Coordinates x=1959 px, y=871 px
1687079682.9969559 Coordinates x=1961 px, y=844 px
1687079683.0122635 Coordinates x=1961 px, y=844 px
1687079683.0281682 Coordinates x=1961 px, y=844 px
1687079683.043304 Coordinates x=1953 px, y=821 px
1687079683.0587597 Coordinates x=1953 px, y=821 px
1687079683.0738583 Coordinates x=1478 px, y=754 px
1687079683.0892758 Coordinates x=1478 px, y=754 px
1687079683.1052783 Coordinates x=1268 px, y=744 px
1687079683.120276 Coordinates x=1268 px, y=744 px
1687079683.1361732 Coordinates x=1180 px, y=746 px
1687079683.1518624 Coordinates x=1180 px, y=746 px
1687079683.1676342 Coordinates x=1128 px, y=750 px
1687079683.1832013 Coordinates x=1128 px, y=750 px
1687079683.1986845 Coordinates x=1128 px, y=750 px
1687079683.2142992 Coordinates x=1100 px, y=744 px
1687079683.229771 Coordinates x=1100 px, y=744 px
1687079683.2448602 Coordinates x=1069 px, y=751 px
1687079683.260435 Coordinates x=1069 px, y=751 px
1687079683.2764945 Coordinates x=1050 px, y=751 px
1687079683.2915914 Coordinates x=743 px, y=760 px
1687079683.3067555 Coordinates x=743 px, y=760 px
1687079683.3228686 Coordinates x=743 px, y=760 px
1687079683.3375292 Coordinates x=682 px, y=750 px
1687079683.353558 Coordinates x=682 px, y=750 px
1687079683.3686473 Coordinates x=649 px, y=745 px
1687079683.384765 Coordinates x=649 px, y=745 px
1687079683.4003108 Coordinates x=608 px, y=741 px
1687079683.4156942 Coordinates x=608 px, y=741 px
1687079683.4315426 Coordinates x=586 px, y=736 px
1687079683.4466863 Coordinates x=586 px, y=736 px
1687079683.4625337 Coordinates x=535 px, y=733 px
1687079683.477907 Coordinates x=535 px, y=733 px
1687079683.4939666 Coordinates x=455 px, y=725 px
1687079683.5097682 Coordinates x=455 px, y=725 px
1687079683.5251608 Coordinates x=455 px, y=725 px
1687079683.5403867 Coordinates x=402 px, y=660 px
1687079683.5558276 Coordinates x=402 px, y=660 px
