1687083148.9065986 Coordinates x=1065 px, y=518 px
1687083148.9276755 Coordinates x=1073 px, y=506 px
1687083148.9426982 Coordinates x=1073 px, y=506 px
1687083148.958651 Coordinates x=1079 px, y=489 px
1687083148.974634 Coordinates x=1079 px, y=489 px
1687083148.9907136 Coordinates x=1097 px, y=474 px
1687083149.0063655 Coordinates x=1097 px, y=474 px
1687083149.0218103 Coordinates x=1093 px, y=469 px
1687083149.0374997 Coordinates x=1093 px, y=469 px
1687083149.053097 Coordinates x=1081 px, y=465 px
1687083149.0687592 Coordinates x=1081 px, y=465 px
1687083149.0844896 Coordinates x=1057 px, y=457 px
1687083149.1003656 Coordinates x=1057 px, y=457 px
1687083149.115615 Coordinates x=1034 px, y=455 px
1687083149.1309142 Coordinates x=1034 px, y=455 px
1687083149.1467044 Coordinates x=1034 px, y=455 px
1687083149.16271 Coordinates x=1006 px, y=456 px
1687083149.1785407 Coordinates x=1006 px, y=456 px
1687083149.1935422 Coordinates x=991 px, y=458 px
1687083149.2088408 Coordinates x=991 px, y=458 px
1687083149.2245138 Coordinates x=982 px, y=456 px
1687083149.2404704 Coordinates x=982 px, y=456 px
1687083149.2564735 Coordinates x=938 px, y=458 px
1687083149.2728193 Coordinates x=938 px, y=458 px
1687083149.2883995 Coordinates x=523 px, y=457 px
1687083149.3046536 Coordinates x=523 px, y=457 px
1687083149.31971 Coordinates x=465 px, y=457 px
1687083149.3351755 Coordinates x=465 px, y=457 px
1687083149.3511782 Coordinates x=465 px, y=457 px
1687083149.3668735 Coordinates x=397 px, y=463 px
1687083149.3829753 Coordinates x=397 px, y=463 px
1687083149.3982 Coordinates x=362 px, y=466 px
1687083149.4141202 Coordinates x=362 px, y=466 px
1687083149.4295435 Coordinates x=306 px, y=454 px
1687083149.444988 Coordinates x=306 px, y=454 px
1687083149.4609392 Coordinates x=280 px, y=450 px
1687083149.4762104 Coordinates x=280 px, y=450 px
1687083149.4922013 Coordinates x=237 px, y=445 px
1687083149.5078547 Coordinates x=237 px, y=445 px
1687083149.5234108 Coordinates x=219 px, y=438 px
1687083149.5393631 Coordinates x=219 px, y=438 px
1687083149.5550911 Coordinates x=203 px, y=435 px
1687083149.5708027 Coordinates x=203 px, y=435 px
1687083149.5862074 Coordinates x=192 px, y=435 px
1687083149.6016328 Coordinates x=192 px, y=435 px
1687083149.617176 Coordinates x=187 px, y=437 px
1687083149.632443 Coordinates x=187 px, y=437 px
1687083149.6480908 Coordinates x=186 px, y=440 px
1687083149.6642823 Coordinates x=186 px, y=440 px
1687083149.6798935 Coordinates x=186 px, y=440 px
1687083149.6958091 Coordinates x=196 px, y=444 px
1687083149.7110133 Coordinates x=196 px, y=444 px
1687083149.727114 Coordinates x=227 px, y=454 px
1687083149.7431788 Coordinates x=227 px, y=454 px
1687083149.7591848 Coordinates x=258 px, y=455 px
1687083149.7751112 Coordinates x=258 px, y=455 px
1687083149.7911735 Coordinates x=279 px, y=460 px
1687083149.8066556 Coordinates x=279 px, y=460 px
1687083149.822681 Coordinates x=301 px, y=466 px
1687083149.8386567 Coordinates x=301 px, y=466 px
1687083149.854553 Coordinates x=314 px, y=468 px
1687083149.8697758 Coordinates x=314 px, y=468 px
1687083149.885423 Coordinates x=330 px, y=465 px
1687083149.9008837 Coordinates x=330 px, y=465 px
1687083149.916798 Coordinates x=330 px, y=465 px
1687083149.9328055 Coordinates x=341 px, y=468 px
1687083149.94889 Coordinates x=341 px, y=468 px
1687083149.9648066 Coordinates x=363 px, y=474 px
1687083149.980335 Coordinates x=363 px, y=474 px
1687083149.9963453 Coordinates x=466 px, y=469 px
1687083150.0116751 Coordinates x=466 px, y=469 px
1687083150.0276926 Coordinates x=548 px, y=454 px
1687083150.0438242 Coordinates x=548 px, y=454 px
1687083150.0588393 Coordinates x=601 px, y=442 px
1687083150.0746603 Coordinates x=601 px, y=442 px
1687083150.090687 Coordinates x=642 px, y=427 px
1687083150.1066856 Coordinates x=642 px, y=427 px
1687083150.121828 Coordinates x=676 px, y=415 px
1687083150.1378317 Coordinates x=676 px, y=415 px
1687083150.1538458 Coordinates x=681 px, y=413 px
1687083150.1690493 Coordinates x=681 px, y=413 px
1687083150.1848676 Coordinates x=681 px, y=412 px
1687083150.2001097 Coordinates x=681 px, y=412 px
1687083150.2155719 Coordinates x=681 px, y=412 px
1687083150.23153 Coordinates x=681 px, y=410 px
1687083150.24693 Coordinates x=681 px, y=410 px
1687083150.2626884 Coordinates x=681 px, y=410 px
1687083150.2776444 Coordinates x=681 px, y=410 px
1687083150.2932322 Coordinates x=681 px, y=410 px
1687083150.3081818 Coordinates x=681 px, y=410 px
1687083150.3238235 Coordinates x=679 px, y=411 px
1687083150.3394637 Coordinates x=679 px, y=411 px
1687083150.3556058 Coordinates x=686 px, y=414 px
1687083150.370986 Coordinates x=686 px, y=414 px
1687083150.3869936 Coordinates x=826 px, y=408 px
1687083150.4031975 Coordinates x=826 px, y=408 px
1687083150.4188073 Coordinates x=906 px, y=411 px
1687083150.4349344 Coordinates x=906 px, y=411 px
1687083150.4504333 Coordinates x=977 px, y=413 px
1687083150.465696 Coordinates x=977 px, y=413 px
1687083150.4816444 Coordinates x=977 px, y=413 px
1687083150.4977129 Coordinates x=1013 px, y=415 px
1687083150.513908 Coordinates x=1013 px, y=415 px
1687083150.5298505 Coordinates x=1013 px, y=415 px
1687083150.5452013 Coordinates x=1029 px, y=416 px
1687083150.5607224 Coordinates x=1029 px, y=416 px
1687083150.5761664 Coordinates x=1029 px, y=416 px
1687083150.5920634 Coordinates x=1029 px, y=416 px
1687083150.6076202 Coordinates x=1029 px, y=416 px
1687083150.6230128 Coordinates x=1024 px, y=414 px
1687083150.6381247 Coordinates x=1024 px, y=414 px
1687083150.6541266 Coordinates x=1016 px, y=411 px
1687083150.6698444 Coordinates x=1016 px, y=411 px
1687083150.6855083 Coordinates x=1016 px, y=411 px
1687083150.7008116 Coordinates x=1006 px, y=411 px
1687083150.7169018 Coordinates x=998 px, y=410 px
1687083150.7328138 Coordinates x=998 px, y=410 px
1687083150.7484012 Coordinates x=998 px, y=410 px
1687083150.7644918 Coordinates x=990 px, y=410 px
1687083150.7798026 Coordinates x=990 px, y=410 px
1687083150.7955606 Coordinates x=990 px, y=410 px
1687083150.8106706 Coordinates x=979 px, y=416 px
1687083150.8259327 Coordinates x=972 px, y=423 px
1687083150.8417902 Coordinates x=972 px, y=423 px
1687083150.8575287 Coordinates x=972 px, y=423 px
1687083150.8735576 Coordinates x=966 px, y=430 px
1687083150.8895712 Coordinates x=966 px, y=430 px
1687083150.9050581 Coordinates x=951 px, y=441 px
1687083150.9213305 Coordinates x=948 px, y=447 px
1687083150.937177 Coordinates x=948 px, y=447 px
1687083150.9523933 Coordinates x=968 px, y=458 px
1687083150.968332 Coordinates x=968 px, y=458 px
1687083150.9840994 Coordinates x=968 px, y=458 px
1687083150.9999757 Coordinates x=1006 px, y=462 px
1687083151.0156422 Coordinates x=1006 px, y=462 px
1687083151.0307827 Coordinates x=1033 px, y=467 px
1687083151.045638 Coordinates x=1033 px, y=467 px
1687083151.0613918 Coordinates x=1059 px, y=456 px
1687083151.0767503 Coordinates x=1059 px, y=456 px
1687083151.0925767 Coordinates x=1059 px, y=456 px
1687083151.107763 Coordinates x=1067 px, y=447 px
1687083151.1242454 Coordinates x=1067 px, y=447 px
1687083151.1398718 Coordinates x=1091 px, y=443 px
1687083151.15639 Coordinates x=1166 px, y=434 px
1687083151.172047 Coordinates x=1166 px, y=434 px
1687083151.1882734 Coordinates x=1242 px, y=415 px
1687083151.203468 Coordinates x=1242 px, y=415 px
1687083151.21887 Coordinates x=1242 px, y=415 px
1687083151.234106 Coordinates x=1295 px, y=410 px
1687083151.2495131 Coordinates x=1320 px, y=409 px
1687083151.26553 Coordinates x=1320 px, y=409 px
1687083151.2815056 Coordinates x=1320 px, y=409 px
1687083151.2974548 Coordinates x=1337 px, y=412 px
1687083151.313468 Coordinates x=1337 px, y=412 px
1687083151.3286474 Coordinates x=1391 px, y=403 px
1687083151.344386 Coordinates x=1391 px, y=403 px
1687083151.3607655 Coordinates x=1412 px, y=400 px
1687083151.3758254 Coordinates x=1412 px, y=400 px
1687083151.3916895 Coordinates x=1443 px, y=406 px
1687083151.4068859 Coordinates x=1443 px, y=406 px
1687083151.4231033 Coordinates x=1465 px, y=404 px
1687083151.4387314 Coordinates x=1465 px, y=404 px
1687083151.454271 Coordinates x=1477 px, y=404 px
