1687689040.4843578 Coordinates x=12 px, y=1503 px
1687689040.4996724 Coordinates x=11 px, y=1504 px
1687689040.522223 Coordinates x=11 px, y=1504 px
1687689040.5380132 Coordinates x=10 px, y=1508 px
1687689040.553635 Coordinates x=10 px, y=1508 px
1687689040.5692866 Coordinates x=9 px, y=1513 px
1687689040.5847225 Coordinates x=9 px, y=1513 px
1687689040.600954 Coordinates x=8 px, y=1517 px
1687689040.6167085 Coordinates x=8 px, y=1517 px
1687689040.6322489 Coordinates x=7 px, y=1521 px
1687689040.6478662 Coordinates x=7 px, y=1521 px
1687689040.6636875 Coordinates x=7 px, y=1522 px
1687689040.6791992 Coordinates x=7 px, y=1522 px
1687689040.6954415 Coordinates x=6 px, y=1523 px
1687689040.7111778 Coordinates x=6 px, y=1523 px
1687689040.7268922 Coordinates x=6 px, y=1525 px
1687689040.7424383 Coordinates x=6 px, y=1525 px
1687689040.7581344 Coordinates x=6 px, y=1525 px
1687689040.7736847 Coordinates x=6 px, y=1525 px
1687689040.7893212 Coordinates x=6 px, y=1525 px
1687689040.8024008 Coordinates x=5 px, y=1526 px
1687689040.8185053 Coordinates x=5 px, y=1526 px
1687689040.8341005 Coordinates x=5 px, y=1528 px
1687689040.854891 Coordinates x=5 px, y=1528 px
1687689040.870739 Coordinates x=5 px, y=1528 px
1687689040.8863142 Coordinates x=5 px, y=1528 px
1687689040.9021952 Coordinates x=5 px, y=1527 px
1687689040.9180105 Coordinates x=5 px, y=1527 px
1687689040.9336667 Coordinates x=5 px, y=1527 px
1687689040.9493005 Coordinates x=5 px, y=1527 px
1687689040.9649234 Coordinates x=4 px, y=1526 px
1687689040.9803379 Coordinates x=4 px, y=1526 px
1687689040.9963956 Coordinates x=4 px, y=1526 px
1687689041.0122483 Coordinates x=4 px, y=1524 px
1687689041.0278752 Coordinates x=3 px, y=1520 px
1687689041.043343 Coordinates x=3 px, y=1520 px
1687689041.0591197 Coordinates x=3 px, y=1512 px
1687689041.0747573 Coordinates x=3 px, y=1512 px
1687689041.0902998 Coordinates x=3 px, y=1512 px
1687689041.1065302 Coordinates x=2 px, y=1491 px
1687689041.1221795 Coordinates x=2 px, y=1491 px
1687689041.137971 Coordinates x=17 px, y=1285 px
1687689041.153553 Coordinates x=17 px, y=1285 px
