1686394925.915454 Coordinates x=1429 px, y=785 px
1686394925.930656 Coordinates x=1429 px, y=785 px
1686394925.9465606 Coordinates x=1433 px, y=781 px
1686394925.9623704 Coordinates x=1433 px, y=781 px
1686394925.977489 Coordinates x=1434 px, y=778 px
1686394925.9930644 Coordinates x=1434 px, y=778 px
1686394926.008696 Coordinates x=1434 px, y=776 px
1686394926.024014 Coordinates x=1434 px, y=776 px
1686394926.03911 Coordinates x=1439 px, y=774 px
1686394926.055018 Coordinates x=1439 px, y=774 px
1686394926.071032 Coordinates x=1441 px, y=775 px
1686394926.0863073 Coordinates x=1441 px, y=775 px
1686394926.1017215 Coordinates x=1441 px, y=775 px
1686394926.1174908 Coordinates x=1450 px, y=776 px
1686394926.1333835 Coordinates x=1450 px, y=776 px
1686394926.1487553 Coordinates x=1461 px, y=774 px
1686394926.1645868 Coordinates x=1461 px, y=774 px
1686394926.1806111 Coordinates x=1470 px, y=777 px
1686394926.196743 Coordinates x=1470 px, y=777 px
1686394926.2119966 Coordinates x=1474 px, y=777 px
1686394926.228103 Coordinates x=1474 px, y=777 px
1686394926.2434585 Coordinates x=1474 px, y=777 px
1686394926.2591574 Coordinates x=1474 px, y=777 px
1686394926.2743208 Coordinates x=1475 px, y=776 px
1686394926.2898743 Coordinates x=1475 px, y=776 px
1686394926.3055086 Coordinates x=1464 px, y=769 px
1686394926.3208122 Coordinates x=1464 px, y=769 px
1686394926.3369439 Coordinates x=1459 px, y=770 px
1686394926.3526204 Coordinates x=1459 px, y=770 px
1686394926.3688486 Coordinates x=1459 px, y=770 px
1686394926.383978 Coordinates x=1459 px, y=770 px
1686394926.399803 Coordinates x=1454 px, y=765 px
1686394926.4151702 Coordinates x=1282 px, y=587 px
1686394926.4306133 Coordinates x=1282 px, y=587 px
1686394926.4465628 Coordinates x=1118 px, y=406 px
1686394926.4627063 Coordinates x=1118 px, y=406 px
1686394926.4783583 Coordinates x=1073 px, y=364 px
1686394926.4937747 Coordinates x=1073 px, y=364 px
1686394926.5093212 Coordinates x=1048 px, y=344 px
1686394926.524795 Coordinates x=1048 px, y=344 px
1686394926.5403461 Coordinates x=1048 px, y=344 px
1686394926.5559127 Coordinates x=1016 px, y=338 px
1686394926.571952 Coordinates x=996 px, y=335 px
1686394926.5873919 Coordinates x=996 px, y=335 px
1686394926.603432 Coordinates x=996 px, y=335 px
1686394926.620151 Coordinates x=996 px, y=335 px
