1687693833.3172705 Coordinates x=42 px, y=1099 px
1687693833.3326538 Coordinates x=42 px, y=1100 px
1687693833.3486714 Coordinates x=42 px, y=1100 px
1687693833.3647556 Coordinates x=43 px, y=1100 px
1687693833.3833072 Coordinates x=43 px, y=1100 px
1687693833.4007895 Coordinates x=43 px, y=1100 px
1687693833.41631 Coordinates x=43 px, y=1100 px
1687693833.434038 Coordinates x=43 px, y=1097 px
1687693833.4497874 Coordinates x=43 px, y=1097 px
1687693833.4654603 Coordinates x=45 px, y=1072 px
1687693833.481096 Coordinates x=45 px, y=1072 px
1687693833.4965572 Coordinates x=109 px, y=917 px
1687693833.5125902 Coordinates x=109 px, y=917 px
1687693833.5284333 Coordinates x=163 px, y=810 px
1687693833.5440662 Coordinates x=163 px, y=810 px
1687693833.5596983 Coordinates x=195 px, y=758 px
1687693833.5753176 Coordinates x=195 px, y=758 px
1687693833.5909536 Coordinates x=209 px, y=728 px
1687693833.607278 Coordinates x=209 px, y=728 px
1687693833.6231236 Coordinates x=218 px, y=715 px
1687693833.6387155 Coordinates x=218 px, y=715 px
1687693833.6542902 Coordinates x=227 px, y=701 px
1687693833.6700144 Coordinates x=227 px, y=701 px
1687693833.6855936 Coordinates x=227 px, y=701 px
1687693833.7011247 Coordinates x=234 px, y=684 px
1687693833.7167773 Coordinates x=234 px, y=684 px
1687693833.732593 Coordinates x=233 px, y=635 px
1687693833.74822 Coordinates x=233 px, y=635 px
1687693833.7638378 Coordinates x=230 px, y=576 px
1687693833.778465 Coordinates x=230 px, y=576 px
1687693833.7940142 Coordinates x=227 px, y=559 px
1687693833.8099556 Coordinates x=227 px, y=559 px
1687693833.8254428 Coordinates x=225 px, y=529 px
1687693833.8410344 Coordinates x=225 px, y=529 px
1687693833.8561687 Coordinates x=224 px, y=515 px
1687693833.872313 Coordinates x=224 px, y=515 px
1687693833.8878691 Coordinates x=224 px, y=515 px
1687693833.903149 Coordinates x=218 px, y=494 px
1687693833.9183314 Coordinates x=218 px, y=494 px
1687693833.934252 Coordinates x=194 px, y=477 px
1687693833.9502976 Coordinates x=166 px, y=462 px
1687693833.9657645 Coordinates x=166 px, y=462 px
1687693833.9805548 Coordinates x=166 px, y=462 px
1687693833.996584 Coordinates x=166 px, y=462 px
1687693834.0121057 Coordinates x=153 px, y=466 px
1687693834.0282164 Coordinates x=164 px, y=901 px
1687693834.0436704 Coordinates x=164 px, y=901 px
1687693834.0593638 Coordinates x=189 px, y=988 px
1687693834.0750096 Coordinates x=189 px, y=988 px
1687693834.0903237 Coordinates x=247 px, y=1083 px
1687693834.1054873 Coordinates x=247 px, y=1083 px
1687693834.121505 Coordinates x=247 px, y=1083 px
1687693834.1371732 Coordinates x=388 px, y=1329 px
1687693834.1524532 Coordinates x=500 px, y=1309 px
1687693834.1680148 Coordinates x=500 px, y=1309 px
1687693834.1837633 Coordinates x=500 px, y=1309 px
1687693834.199564 Coordinates x=738 px, y=1206 px
1687693834.2152557 Coordinates x=738 px, y=1206 px
1687693834.2304063 Coordinates x=764 px, y=1175 px
1687693834.2460153 Coordinates x=764 px, y=1175 px
1687693834.2664332 Coordinates x=803 px, y=1062 px
1687693834.2819307 Coordinates x=803 px, y=1062 px
