1687693650.928125 Coordinates x=71 px, y=865 px
1687693650.9453137 Coordinates x=73 px, y=862 px
1687693650.9610624 Coordinates x=73 px, y=862 px
1687693650.9762733 Coordinates x=73 px, y=862 px
1687693651.0023017 Coordinates x=74 px, y=863 px
1687693651.0185792 Coordinates x=74 px, y=864 px
1687693651.034219 Coordinates x=74 px, y=864 px
1687693651.0523186 Coordinates x=75 px, y=864 px
1687693651.0681553 Coordinates x=75 px, y=864 px
1687693651.0840151 Coordinates x=75 px, y=864 px
1687693651.0994327 Coordinates x=75 px, y=864 px
1687693651.1150763 Coordinates x=75 px, y=864 px
1687693651.130787 Coordinates x=75 px, y=860 px
1687693651.1464136 Coordinates x=75 px, y=860 px
1687693651.1626358 Coordinates x=74 px, y=854 px
1687693651.1783762 Coordinates x=74 px, y=854 px
1687693651.1940088 Coordinates x=76 px, y=852 px
1687693651.2096303 Coordinates x=76 px, y=852 px
1687693651.2249823 Coordinates x=78 px, y=850 px
1687693651.240803 Coordinates x=78 px, y=850 px
1687693651.2558959 Coordinates x=78 px, y=849 px
1687693651.2716427 Coordinates x=78 px, y=849 px
1687693651.286635 Coordinates x=312 px, y=823 px
1687693651.3025355 Coordinates x=312 px, y=823 px
1687693651.3195107 Coordinates x=819 px, y=667 px
1687693651.3355794 Coordinates x=819 px, y=667 px
1687693651.3509238 Coordinates x=892 px, y=627 px
1687693651.3666477 Coordinates x=892 px, y=627 px
1687693651.3816407 Coordinates x=892 px, y=627 px
1687693651.3966377 Coordinates x=962 px, y=591 px
1687693651.4116356 Coordinates x=996 px, y=571 px
1687693651.4273922 Coordinates x=996 px, y=571 px
1687693651.4431605 Coordinates x=996 px, y=571 px
1687693651.4592633 Coordinates x=1019 px, y=551 px
1687693651.475025 Coordinates x=1019 px, y=551 px
1687693651.491032 Coordinates x=1026 px, y=535 px
1687693651.506974 Coordinates x=1026 px, y=535 px
1687693651.5219738 Coordinates x=1026 px, y=501 px
1687693651.537211 Coordinates x=1026 px, y=501 px
1687693651.5529687 Coordinates x=1024 px, y=470 px
1687693651.5681353 Coordinates x=1024 px, y=470 px
1687693651.5841115 Coordinates x=1019 px, y=450 px
1687693651.5996656 Coordinates x=1019 px, y=450 px
1687693651.615346 Coordinates x=1013 px, y=424 px
1687693651.6452758 Coordinates x=1013 px, y=424 px
1687693651.6611788 Coordinates x=1016 px, y=403 px
1687693651.6781683 Coordinates x=1016 px, y=403 px
1687693651.693942 Coordinates x=1024 px, y=392 px
1687693651.711909 Coordinates x=1024 px, y=392 px
1687693651.7271638 Coordinates x=1026 px, y=386 px
1687693651.7424958 Coordinates x=1026 px, y=386 px
1687693651.7581787 Coordinates x=1024 px, y=382 px
1687693651.7708452 Coordinates x=1024 px, y=382 px
