1686400376.1406722 Coordinates x=1895 px, y=859 px
1686400376.156741 Coordinates x=1895 px, y=859 px
1686400376.1719966 Coordinates x=1902 px, y=862 px
1686400376.187979 Coordinates x=1902 px, y=862 px
1686400376.2031732 Coordinates x=1902 px, y=865 px
1686400376.2184105 Coordinates x=1902 px, y=865 px
1686400376.2344036 Coordinates x=1902 px, y=866 px
1686400376.2502146 Coordinates x=1902 px, y=866 px
1686400376.2657547 Coordinates x=1902 px, y=866 px
1686400376.2816408 Coordinates x=1902 px, y=866 px
1686400376.2967885 Coordinates x=1902 px, y=867 px
1686400376.3121111 Coordinates x=1902 px, y=867 px
1686400376.327871 Coordinates x=1903 px, y=867 px
1686400376.3432996 Coordinates x=1903 px, y=867 px
1686400376.3593361 Coordinates x=1904 px, y=868 px
1686400376.3751497 Coordinates x=1904 px, y=868 px
1686400376.391007 Coordinates x=1903 px, y=869 px
1686400376.4064238 Coordinates x=1903 px, y=869 px
1686400376.42179 Coordinates x=1903 px, y=869 px
1686400376.4375913 Coordinates x=1903 px, y=869 px
1686400376.453272 Coordinates x=1903 px, y=869 px
1686400376.4684503 Coordinates x=1903 px, y=869 px
1686400376.4846396 Coordinates x=1903 px, y=869 px
1686400376.5002196 Coordinates x=1895 px, y=871 px
1686400376.5159838 Coordinates x=1895 px, y=871 px
1686400376.5311406 Coordinates x=1396 px, y=747 px
1686400376.5468862 Coordinates x=1396 px, y=747 px
1686400376.563317 Coordinates x=1214 px, y=671 px
1686400376.5788038 Coordinates x=1214 px, y=671 px
1686400376.5942395 Coordinates x=1120 px, y=629 px
1686400376.609733 Coordinates x=1120 px, y=629 px
1686400376.6256998 Coordinates x=1089 px, y=607 px
1686400376.6417809 Coordinates x=1089 px, y=607 px
1686400376.6568034 Coordinates x=1072 px, y=592 px
1686400376.6721501 Coordinates x=1072 px, y=592 px
1686400376.6875224 Coordinates x=1072 px, y=592 px
1686400376.7029243 Coordinates x=1062 px, y=580 px
1686400376.7188778 Coordinates x=1062 px, y=580 px
1686400376.7348666 Coordinates x=898 px, y=552 px
1686400376.7499707 Coordinates x=898 px, y=552 px
1686400376.7659721 Coordinates x=773 px, y=524 px
1686400376.7815113 Coordinates x=773 px, y=524 px
1686400376.7970378 Coordinates x=720 px, y=524 px
1686400376.8121958 Coordinates x=720 px, y=524 px
1686400376.8278556 Coordinates x=685 px, y=519 px
1686400376.8435915 Coordinates x=685 px, y=519 px
1686400376.858955 Coordinates x=643 px, y=518 px
1686400376.8748076 Coordinates x=643 px, y=518 px
1686400376.8907013 Coordinates x=615 px, y=519 px
1686400376.906163 Coordinates x=615 px, y=519 px
1686400376.9218554 Coordinates x=615 px, y=519 px
1686400376.937275 Coordinates x=589 px, y=522 px
1686400376.9524581 Coordinates x=589 px, y=522 px
1686400376.9684587 Coordinates x=566 px, y=527 px
1686400376.9841094 Coordinates x=566 px, y=527 px
1686400376.9996355 Coordinates x=534 px, y=533 px
1686400377.0156853 Coordinates x=534 px, y=533 px
1686400377.0308511 Coordinates x=504 px, y=540 px
1686400377.0463967 Coordinates x=504 px, y=540 px
1686400377.0623362 Coordinates x=494 px, y=545 px
1686400377.0782063 Coordinates x=494 px, y=545 px
1686400377.0932558 Coordinates x=490 px, y=551 px
1686400377.1082854 Coordinates x=490 px, y=551 px
1686400377.1240745 Coordinates x=489 px, y=554 px
1686400377.13932 Coordinates x=489 px, y=554 px
1686400377.1549404 Coordinates x=489 px, y=555 px
1686400377.1709294 Coordinates x=489 px, y=555 px
1686400377.186933 Coordinates x=489 px, y=555 px
1686400377.2026021 Coordinates x=486 px, y=557 px
1686400377.2181273 Coordinates x=486 px, y=557 px
1686400377.2337122 Coordinates x=491 px, y=567 px
1686400377.2487867 Coordinates x=491 px, y=567 px
1686400377.2649772 Coordinates x=506 px, y=571 px
1686400377.2805483 Coordinates x=506 px, y=571 px
1686400377.295864 Coordinates x=551 px, y=586 px
1686400377.311623 Coordinates x=551 px, y=586 px
1686400377.326733 Coordinates x=611 px, y=594 px
1686400377.341678 Coordinates x=611 px, y=594 px
1686400377.3569546 Coordinates x=611 px, y=594 px
1686400377.3729558 Coordinates x=661 px, y=601 px
1686400377.3890624 Coordinates x=661 px, y=601 px
1686400377.4043403 Coordinates x=691 px, y=599 px
1686400377.4201343 Coordinates x=691 px, y=599 px
1686400377.4352136 Coordinates x=701 px, y=597 px
1686400377.4511414 Coordinates x=701 px, y=597 px
1686400377.4662864 Coordinates x=701 px, y=596 px
1686400377.482279 Coordinates x=701 px, y=596 px
1686400377.497906 Coordinates x=694 px, y=589 px
1686400377.5140362 Coordinates x=694 px, y=589 px
1686400377.5300014 Coordinates x=678 px, y=584 px
1686400377.5461066 Coordinates x=678 px, y=584 px
1686400377.5618515 Coordinates x=662 px, y=586 px
1686400377.5770204 Coordinates x=662 px, y=586 px
1686400377.5926828 Coordinates x=637 px, y=587 px
1686400377.607885 Coordinates x=637 px, y=587 px
1686400377.6235178 Coordinates x=637 px, y=587 px
1686400377.638649 Coordinates x=612 px, y=588 px
1686400377.654214 Coordinates x=591 px, y=587 px
1686400377.6703286 Coordinates x=591 px, y=587 px
1686400377.6863563 Coordinates x=591 px, y=587 px
1686400377.7021308 Coordinates x=572 px, y=592 px
1686400377.7175071 Coordinates x=572 px, y=592 px
1686400377.7328465 Coordinates x=560 px, y=594 px
1686400377.7488365 Coordinates x=560 px, y=594 px
1686400377.7643085 Coordinates x=545 px, y=597 px
1686400377.780167 Coordinates x=545 px, y=597 px
1686400377.7952838 Coordinates x=534 px, y=600 px
1686400377.8107107 Coordinates x=534 px, y=600 px
1686400377.8257174 Coordinates x=524 px, y=598 px
1686400377.8409598 Coordinates x=524 px, y=598 px
1686400377.8565881 Coordinates x=524 px, y=598 px
1686400377.8721373 Coordinates x=520 px, y=597 px
1686400377.8871398 Coordinates x=520 px, y=597 px
1686400377.9028313 Coordinates x=518 px, y=597 px
1686400377.9182959 Coordinates x=518 px, y=597 px
1686400377.9334877 Coordinates x=516 px, y=597 px
1686400377.9493017 Coordinates x=516 px, y=597 px
1686400377.9646063 Coordinates x=508 px, y=599 px
1686400377.9802518 Coordinates x=508 px, y=599 px
1686400377.9956024 Coordinates x=500 px, y=600 px
1686400378.0111623 Coordinates x=500 px, y=600 px
1686400378.026407 Coordinates x=500 px, y=600 px
1686400378.041647 Coordinates x=496 px, y=602 px
1686400378.0572605 Coordinates x=496 px, y=602 px
1686400378.0729585 Coordinates x=490 px, y=605 px
1686400378.0888402 Coordinates x=490 px, y=605 px
1686400378.1047223 Coordinates x=490 px, y=605 px
1686400378.1208458 Coordinates x=490 px, y=605 px
1686400378.1369472 Coordinates x=493 px, y=608 px
1686400378.1523206 Coordinates x=493 px, y=608 px
1686400378.1683125 Coordinates x=495 px, y=613 px
1686400378.1843078 Coordinates x=495 px, y=613 px
1686400378.1993232 Coordinates x=496 px, y=621 px
1686400378.2153263 Coordinates x=496 px, y=621 px
1686400378.231318 Coordinates x=491 px, y=631 px
1686400378.2473981 Coordinates x=491 px, y=631 px
1686400378.263043 Coordinates x=485 px, y=636 px
1686400378.2790322 Coordinates x=485 px, y=636 px
1686400378.2942436 Coordinates x=485 px, y=636 px
1686400378.3102438 Coordinates x=485 px, y=636 px
1686400378.326048 Coordinates x=485 px, y=636 px
1686400378.3415756 Coordinates x=486 px, y=635 px
1686400378.3565817 Coordinates x=486 px, y=635 px
1686400378.372582 Coordinates x=486 px, y=635 px
1686400378.3879626 Coordinates x=486 px, y=635 px
1686400378.4040158 Coordinates x=490 px, y=630 px
1686400378.4200156 Coordinates x=490 px, y=630 px
1686400378.4350157 Coordinates x=496 px, y=624 px
1686400378.450618 Coordinates x=496 px, y=624 px
1686400378.4666317 Coordinates x=496 px, y=623 px
1686400378.482646 Coordinates x=496 px, y=623 px
1686400378.49778 Coordinates x=499 px, y=618 px
1686400378.5136755 Coordinates x=499 px, y=618 px
1686400378.5290308 Coordinates x=511 px, y=612 px
1686400378.544181 Coordinates x=511 px, y=612 px
1686400378.5597763 Coordinates x=519 px, y=606 px
1686400378.5757532 Coordinates x=519 px, y=606 px
1686400378.5917506 Coordinates x=519 px, y=606 px
1686400378.6077545 Coordinates x=534 px, y=601 px
1686400378.6233435 Coordinates x=534 px, y=601 px
1686400378.6390843 Coordinates x=543 px, y=599 px
1686400378.654721 Coordinates x=543 px, y=599 px
1686400378.670727 Coordinates x=548 px, y=597 px
1686400378.6865654 Coordinates x=548 px, y=597 px
1686400378.7020366 Coordinates x=552 px, y=591 px
1686400378.7175674 Coordinates x=552 px, y=591 px
1686400378.7337227 Coordinates x=567 px, y=574 px
1686400378.7494676 Coordinates x=567 px, y=574 px
1686400378.765703 Coordinates x=580 px, y=567 px
1686400378.7810574 Coordinates x=580 px, y=567 px
1686400378.796269 Coordinates x=581 px, y=565 px
1686400378.8117363 Coordinates x=581 px, y=565 px
1686400378.8278244 Coordinates x=582 px, y=566 px
1686400378.8442235 Coordinates x=582 px, y=566 px
1686400378.8595948 Coordinates x=582 px, y=570 px
1686400378.8751395 Coordinates x=582 px, y=570 px
1686400378.8904853 Coordinates x=585 px, y=576 px
1686400378.9065018 Coordinates x=585 px, y=576 px
1686400378.9223988 Coordinates x=585 px, y=576 px
1686400378.9375796 Coordinates x=585 px, y=578 px
1686400378.9532757 Coordinates x=585 px, y=578 px
1686400378.9691768 Coordinates x=585 px, y=578 px
1686400378.9846067 Coordinates x=585 px, y=578 px
1686400378.9999993 Coordinates x=585 px, y=579 px
1686400379.0157225 Coordinates x=585 px, y=579 px
1686400379.0320103 Coordinates x=585 px, y=579 px
1686400379.0482075 Coordinates x=585 px, y=579 px
1686400379.0632586 Coordinates x=585 px, y=579 px
1686400379.079068 Coordinates x=585 px, y=579 px
1686400379.094288 Coordinates x=587 px, y=581 px
1686400379.1098604 Coordinates x=587 px, y=581 px
1686400379.1248348 Coordinates x=587 px, y=581 px
1686400379.140961 Coordinates x=590 px, y=581 px
1686400379.1565948 Coordinates x=590 px, y=581 px
1686400379.1722593 Coordinates x=596 px, y=581 px
1686400379.1870697 Coordinates x=596 px, y=581 px
1686400379.202702 Coordinates x=602 px, y=582 px
1686400379.2178466 Coordinates x=602 px, y=582 px
1686400379.233844 Coordinates x=608 px, y=587 px
1686400379.249957 Coordinates x=608 px, y=587 px
1686400379.2655244 Coordinates x=600 px, y=596 px
1686400379.2810051 Coordinates x=600 px, y=596 px
1686400379.2972012 Coordinates x=587 px, y=598 px
1686400379.312942 Coordinates x=587 px, y=598 px
1686400379.3278925 Coordinates x=565 px, y=603 px
1686400379.3434572 Coordinates x=565 px, y=603 px
1686400379.3595145 Coordinates x=565 px, y=603 px
1686400379.3747625 Coordinates x=543 px, y=608 px
1686400379.3905025 Coordinates x=543 px, y=608 px
1686400379.406477 Coordinates x=536 px, y=613 px
1686400379.421665 Coordinates x=536 px, y=613 px
1686400379.4370434 Coordinates x=520 px, y=617 px
1686400379.4527287 Coordinates x=520 px, y=617 px
1686400379.4683855 Coordinates x=499 px, y=615 px
1686400379.4837406 Coordinates x=499 px, y=615 px
1686400379.500018 Coordinates x=493 px, y=614 px
1686400379.5157325 Coordinates x=493 px, y=614 px
1686400379.5306787 Coordinates x=492 px, y=614 px
1686400379.545945 Coordinates x=492 px, y=614 px
1686400379.5615926 Coordinates x=490 px, y=613 px
1686400379.5770454 Coordinates x=490 px, y=613 px
1686400379.5931916 Coordinates x=486 px, y=612 px
1686400379.609331 Coordinates x=486 px, y=612 px
1686400379.6243358 Coordinates x=474 px, y=611 px
1686400379.6394334 Coordinates x=474 px, y=611 px
1686400379.6546955 Coordinates x=474 px, y=611 px
1686400379.6696885 Coordinates x=463 px, y=607 px
1686400379.6852822 Coordinates x=463 px, y=607 px
1686400379.7008488 Coordinates x=447 px, y=602 px
1686400379.7160766 Coordinates x=447 px, y=602 px
1686400379.731626 Coordinates x=446 px, y=600 px
1686400379.7476993 Coordinates x=446 px, y=600 px
1686400379.7634044 Coordinates x=452 px, y=594 px
1686400379.779291 Coordinates x=452 px, y=594 px
1686400379.7948654 Coordinates x=455 px, y=592 px
1686400379.8099747 Coordinates x=455 px, y=592 px
1686400379.8257911 Coordinates x=474 px, y=588 px
1686400379.841185 Coordinates x=474 px, y=588 px
1686400379.8568065 Coordinates x=474 px, y=588 px
1686400379.8732607 Coordinates x=523 px, y=573 px
1686400379.888882 Coordinates x=523 px, y=573 px
1686400379.9042716 Coordinates x=582 px, y=564 px
1686400379.9199514 Coordinates x=582 px, y=564 px
1686400379.9356432 Coordinates x=622 px, y=558 px
1686400379.9509802 Coordinates x=622 px, y=558 px
1686400379.966382 Coordinates x=629 px, y=561 px
1686400379.9818938 Coordinates x=629 px, y=561 px
1686400379.9972503 Coordinates x=635 px, y=561 px
1686400380.0127149 Coordinates x=635 px, y=561 px
1686400380.0286937 Coordinates x=646 px, y=569 px
1686400380.0448182 Coordinates x=646 px, y=569 px
1686400380.0605423 Coordinates x=655 px, y=573 px
1686400380.0765436 Coordinates x=655 px, y=573 px
1686400380.0925322 Coordinates x=685 px, y=595 px
1686400380.1085486 Coordinates x=685 px, y=595 px
1686400380.124555 Coordinates x=685 px, y=595 px
1686400380.1406415 Coordinates x=723 px, y=616 px
1686400380.155791 Coordinates x=723 px, y=616 px
1686400380.1717954 Coordinates x=766 px, y=634 px
1686400380.1875105 Coordinates x=766 px, y=634 px
1686400380.2030394 Coordinates x=814 px, y=655 px
1686400380.2185524 Coordinates x=814 px, y=655 px
1686400380.2345073 Coordinates x=835 px, y=667 px
1686400380.2505698 Coordinates x=835 px, y=667 px
1686400380.2666678 Coordinates x=859 px, y=671 px
1686400380.2823703 Coordinates x=859 px, y=671 px
1686400380.297782 Coordinates x=867 px, y=678 px
1686400380.3138123 Coordinates x=867 px, y=678 px
1686400380.3296878 Coordinates x=887 px, y=688 px
1686400380.3452063 Coordinates x=887 px, y=688 px
1686400380.3608007 Coordinates x=901 px, y=692 px
1686400380.3764534 Coordinates x=901 px, y=692 px
1686400380.3919425 Coordinates x=901 px, y=692 px
1686400380.4074845 Coordinates x=907 px, y=696 px
1686400380.423023 Coordinates x=907 px, y=696 px
1686400380.438702 Coordinates x=912 px, y=697 px
1686400380.4547942 Coordinates x=912 px, y=697 px
1686400380.470979 Coordinates x=918 px, y=699 px
1686400380.4864166 Coordinates x=918 px, y=699 px
1686400380.501751 Coordinates x=926 px, y=699 px
1686400380.5178487 Coordinates x=926 px, y=699 px
1686400380.5331154 Coordinates x=926 px, y=698 px
1686400380.548233 Coordinates x=926 px, y=698 px
1686400380.5635417 Coordinates x=921 px, y=696 px
1686400380.578904 Coordinates x=921 px, y=696 px
1686400380.5937386 Coordinates x=905 px, y=690 px
