1686401340.2573388 Coordinates x=320 px, y=715 px
1686401340.2726698 Coordinates x=320 px, y=715 px
1686401340.2884932 Coordinates x=359 px, y=661 px
1686401340.3044596 Coordinates x=359 px, y=661 px
1686401340.3203187 Coordinates x=369 px, y=658 px
1686401340.3360398 Coordinates x=369 px, y=658 px
1686401340.3516343 Coordinates x=369 px, y=658 px
1686401340.367105 Coordinates x=400 px, y=655 px
1686401340.3829453 Coordinates x=400 px, y=655 px
1686401340.398119 Coordinates x=429 px, y=640 px
1686401340.4138846 Coordinates x=429 px, y=640 px
1686401340.4290378 Coordinates x=518 px, y=571 px
1686401340.4443998 Coordinates x=518 px, y=571 px
1686401340.460296 Coordinates x=602 px, y=541 px
1686401340.4766755 Coordinates x=602 px, y=541 px
1686401340.4917893 Coordinates x=614 px, y=528 px
1686401340.507363 Coordinates x=614 px, y=528 px
1686401340.522581 Coordinates x=616 px, y=526 px
1686401340.5377607 Coordinates x=616 px, y=526 px
1686401340.5538394 Coordinates x=619 px, y=526 px
1686401340.5697286 Coordinates x=619 px, y=526 px
1686401340.5853672 Coordinates x=630 px, y=518 px
1686401340.600783 Coordinates x=630 px, y=518 px
1686401340.6167657 Coordinates x=630 px, y=518 px
1686401340.6322122 Coordinates x=640 px, y=518 px
1686401340.6475382 Coordinates x=640 px, y=518 px
1686401340.6628325 Coordinates x=643 px, y=521 px
1686401340.6782415 Coordinates x=643 px, y=521 px
1686401340.6937404 Coordinates x=649 px, y=524 px
1686401340.7094662 Coordinates x=649 px, y=524 px
1686401340.724499 Coordinates x=648 px, y=524 px
1686401340.7399142 Coordinates x=648 px, y=524 px
1686401340.7555923 Coordinates x=609 px, y=525 px
1686401340.7715323 Coordinates x=609 px, y=525 px
1686401340.7874954 Coordinates x=605 px, y=525 px
1686401340.8027048 Coordinates x=605 px, y=525 px
1686401340.8186567 Coordinates x=576 px, y=523 px
1686401340.8342257 Coordinates x=576 px, y=523 px
1686401340.8502429 Coordinates x=542 px, y=526 px
1686401340.8662858 Coordinates x=542 px, y=526 px
1686401340.8822937 Coordinates x=528 px, y=515 px
1686401340.8982718 Coordinates x=528 px, y=515 px
1686401340.9133527 Coordinates x=528 px, y=515 px
1686401340.928025 Coordinates x=517 px, y=511 px
1686401340.9440274 Coordinates x=517 px, y=511 px
1686401340.9600136 Coordinates x=504 px, y=506 px
1686401340.9760242 Coordinates x=504 px, y=506 px
1686401340.9920788 Coordinates x=496 px, y=500 px
1686401341.0075068 Coordinates x=496 px, y=500 px
1686401341.0237393 Coordinates x=491 px, y=495 px
1686401341.0394113 Coordinates x=491 px, y=495 px
1686401341.0547874 Coordinates x=485 px, y=491 px
1686401341.0707939 Coordinates x=485 px, y=491 px
1686401341.085796 Coordinates x=464 px, y=494 px
1686401341.101796 Coordinates x=464 px, y=494 px
1686401341.117803 Coordinates x=465 px, y=493 px
1686401341.133385 Coordinates x=465 px, y=493 px
1686401341.1485472 Coordinates x=465 px, y=493 px
1686401341.1636992 Coordinates x=464 px, y=498 px
1686401341.1787884 Coordinates x=464 px, y=498 px
1686401341.1947975 Coordinates x=467 px, y=516 px
1686401341.209927 Coordinates x=467 px, y=516 px
1686401341.2252493 Coordinates x=468 px, y=525 px
1686401341.2405562 Coordinates x=468 px, y=525 px
1686401341.25578 Coordinates x=339 px, y=592 px
1686401341.2715406 Coordinates x=339 px, y=592 px
1686401341.2876358 Coordinates x=236 px, y=616 px
1686401341.3029442 Coordinates x=236 px, y=616 px
1686401341.3186345 Coordinates x=236 px, y=616 px
1686401341.333606 Coordinates x=209 px, y=630 px
1686401341.3495948 Coordinates x=209 px, y=630 px
1686401341.3656056 Coordinates x=201 px, y=631 px
1686401341.381776 Coordinates x=201 px, y=631 px
1686401341.396895 Coordinates x=142 px, y=633 px
1686401341.4129488 Coordinates x=142 px, y=633 px
1686401341.4279642 Coordinates x=95 px, y=639 px
1686401341.4436018 Coordinates x=95 px, y=639 px
1686401341.4592946 Coordinates x=90 px, y=639 px
1686401341.4748254 Coordinates x=90 px, y=639 px
1686401341.4909227 Coordinates x=90 px, y=639 px
1686401341.5067718 Coordinates x=90 px, y=639 px
1686401341.5223296 Coordinates x=88 px, y=642 px
1686401341.537209 Coordinates x=88 px, y=642 px
1686401341.5532358 Coordinates x=88 px, y=642 px
1686401341.5687819 Coordinates x=89 px, y=644 px
1686401341.5847175 Coordinates x=89 px, y=644 px
1686401341.6008434 Coordinates x=89 px, y=644 px
1686401341.6160412 Coordinates x=95 px, y=646 px
1686401341.631605 Coordinates x=114 px, y=646 px
1686401341.646895 Coordinates x=114 px, y=646 px
1686401341.6618407 Coordinates x=119 px, y=644 px
1686401341.6778972 Coordinates x=119 px, y=644 px
1686401341.6937516 Coordinates x=123 px, y=644 px
1686401341.7094045 Coordinates x=123 px, y=644 px
1686401341.7246122 Coordinates x=123 px, y=645 px
1686401341.7402735 Coordinates x=123 px, y=645 px
1686401341.7559972 Coordinates x=127 px, y=648 px
1686401341.7712443 Coordinates x=127 px, y=648 px
1686401341.7865503 Coordinates x=127 px, y=657 px
1686401341.8018446 Coordinates x=127 px, y=657 px
1686401341.8174815 Coordinates x=127 px, y=657 px
1686401341.8330963 Coordinates x=117 px, y=664 px
1686401341.8487322 Coordinates x=117 px, y=664 px
1686401341.8639808 Coordinates x=116 px, y=666 px
1686401341.879187 Coordinates x=116 px, y=666 px
1686401341.8948085 Coordinates x=124 px, y=667 px
1686401341.9104917 Coordinates x=124 px, y=667 px
1686401341.925519 Coordinates x=130 px, y=668 px
1686401341.9411101 Coordinates x=130 px, y=668 px
1686401341.9564662 Coordinates x=158 px, y=683 px
1686401341.9723063 Coordinates x=158 px, y=683 px
1686401341.9878917 Coordinates x=494 px, y=817 px
1686401342.0039418 Coordinates x=494 px, y=817 px
1686401342.0190084 Coordinates x=1164 px, y=1066 px
1686401342.034746 Coordinates x=1164 px, y=1066 px
1686401342.0503294 Coordinates x=1164 px, y=1066 px
1686401342.066001 Coordinates x=1399 px, y=1202 px
1686401342.0812361 Coordinates x=1399 px, y=1202 px
1686401342.0965667 Coordinates x=1421 px, y=1212 px
1686401342.1124003 Coordinates x=1421 px, y=1212 px
1686401342.1277175 Coordinates x=1493 px, y=1262 px
1686401342.1436539 Coordinates x=1493 px, y=1262 px
1686401342.158474 Coordinates x=1510 px, y=1272 px
1686401342.1741943 Coordinates x=1510 px, y=1272 px
1686401342.1893637 Coordinates x=1515 px, y=1288 px
1686401342.2053366 Coordinates x=1515 px, y=1288 px
1686401342.2206848 Coordinates x=1515 px, y=1288 px
1686401342.2362876 Coordinates x=1521 px, y=1289 px
1686401342.2524154 Coordinates x=1521 px, y=1289 px
1686401342.268412 Coordinates x=1528 px, y=1290 px
1686401342.2848036 Coordinates x=1528 px, y=1290 px
1686401342.3000872 Coordinates x=1532 px, y=1292 px
1686401342.3155043 Coordinates x=1532 px, y=1292 px
1686401342.3305829 Coordinates x=1535 px, y=1293 px
1686401342.345782 Coordinates x=1535 px, y=1293 px
1686401342.3615441 Coordinates x=1537 px, y=1296 px
1686401342.3766668 Coordinates x=1537 px, y=1296 px
1686401342.3923824 Coordinates x=1412 px, y=1292 px
1686401342.4075265 Coordinates x=1412 px, y=1292 px
1686401342.4225235 Coordinates x=1004 px, y=1100 px
1686401342.4376507 Coordinates x=1004 px, y=1100 px
1686401342.4531534 Coordinates x=1004 px, y=1100 px
1686401342.4690797 Coordinates x=892 px, y=1039 px
1686401342.4846153 Coordinates x=892 px, y=1039 px
1686401342.4999237 Coordinates x=817 px, y=970 px
1686401342.51525 Coordinates x=817 px, y=970 px
1686401342.5308 Coordinates x=792 px, y=925 px
1686401342.5468729 Coordinates x=792 px, y=925 px
1686401342.5622177 Coordinates x=762 px, y=882 px
1686401342.5780916 Coordinates x=762 px, y=882 px
1686401342.593756 Coordinates x=715 px, y=863 px
1686401342.6093569 Coordinates x=715 px, y=863 px
1686401342.625234 Coordinates x=353 px, y=795 px
1686401342.6410291 Coordinates x=353 px, y=795 px
1686401342.6564176 Coordinates x=337 px, y=790 px
1686401342.6723347 Coordinates x=337 px, y=790 px
1686401342.6879015 Coordinates x=311 px, y=785 px
1686401342.7029073 Coordinates x=311 px, y=785 px
1686401342.7183745 Coordinates x=311 px, y=785 px
1686401342.734104 Coordinates x=269 px, y=784 px
1686401342.7497122 Coordinates x=269 px, y=784 px
1686401342.7650726 Coordinates x=266 px, y=783 px
1686401342.781069 Coordinates x=266 px, y=783 px
1686401342.7973258 Coordinates x=253 px, y=784 px
1686401342.813341 Coordinates x=253 px, y=784 px
1686401342.828989 Coordinates x=246 px, y=787 px
1686401342.845089 Coordinates x=246 px, y=787 px
1686401342.8612146 Coordinates x=243 px, y=790 px
1686401342.8769312 Coordinates x=243 px, y=790 px
1686401342.892612 Coordinates x=243 px, y=792 px
1686401342.9089336 Coordinates x=243 px, y=792 px
1686401342.9246526 Coordinates x=243 px, y=792 px
1686401342.9401515 Coordinates x=242 px, y=792 px
1686401342.9560285 Coordinates x=243 px, y=788 px
1686401342.9721174 Coordinates x=243 px, y=788 px
1686401342.9872613 Coordinates x=241 px, y=748 px
1686401343.0024085 Coordinates x=241 px, y=748 px
1686401343.0176806 Coordinates x=241 px, y=748 px
1686401343.0329397 Coordinates x=237 px, y=730 px
1686401343.0486407 Coordinates x=237 px, y=730 px
1686401343.0648115 Coordinates x=236 px, y=727 px
1686401343.0807917 Coordinates x=236 px, y=727 px
1686401343.0963542 Coordinates x=236 px, y=726 px
1686401343.1120973 Coordinates x=236 px, y=726 px
1686401343.1279144 Coordinates x=237 px, y=724 px
1686401343.143768 Coordinates x=237 px, y=724 px
1686401343.159181 Coordinates x=241 px, y=716 px
1686401343.1747823 Coordinates x=241 px, y=716 px
1686401343.1904755 Coordinates x=244 px, y=713 px
1686401343.20594 Coordinates x=244 px, y=713 px
1686401343.2214277 Coordinates x=253 px, y=716 px
1686401343.2364075 Coordinates x=253 px, y=716 px
1686401343.251895 Coordinates x=253 px, y=716 px
1686401343.2684026 Coordinates x=259 px, y=722 px
1686401343.2835968 Coordinates x=259 px, y=722 px
1686401343.2989476 Coordinates x=261 px, y=722 px
1686401343.3142986 Coordinates x=261 px, y=722 px
1686401343.3297808 Coordinates x=262 px, y=717 px
1686401343.3457797 Coordinates x=262 px, y=717 px
1686401343.3609004 Coordinates x=261 px, y=711 px
1686401343.3770566 Coordinates x=261 px, y=711 px
1686401343.3926823 Coordinates x=264 px, y=708 px
1686401343.4077706 Coordinates x=264 px, y=708 px
1686401343.4231467 Coordinates x=267 px, y=706 px
1686401343.438158 Coordinates x=267 px, y=706 px
1686401343.4534245 Coordinates x=267 px, y=706 px
1686401343.4686337 Coordinates x=268 px, y=707 px
1686401343.4838307 Coordinates x=268 px, y=707 px
1686401343.4993834 Coordinates x=270 px, y=709 px
1686401343.5145223 Coordinates x=270 px, y=709 px
1686401343.5305054 Coordinates x=271 px, y=711 px
1686401343.545754 Coordinates x=271 px, y=711 px
1686401343.561413 Coordinates x=270 px, y=710 px
1686401343.5769339 Coordinates x=270 px, y=710 px
1686401343.5925577 Coordinates x=268 px, y=712 px
1686401343.6075974 Coordinates x=268 px, y=712 px
1686401343.623103 Coordinates x=258 px, y=720 px
1686401343.6383922 Coordinates x=258 px, y=720 px
1686401343.6542404 Coordinates x=244 px, y=720 px
1686401343.6697006 Coordinates x=244 px, y=720 px
1686401343.6854126 Coordinates x=244 px, y=720 px
1686401343.7006876 Coordinates x=0 px, y=1160 px
1686401343.715983 Coordinates x=0 px, y=1566 px
1686401343.7322373 Coordinates x=0 px, y=1566 px
1686401343.7472975 Coordinates x=0 px, y=1566 px
1686401343.7628706 Coordinates x=0 px, y=1634 px
1686401343.7779722 Coordinates x=0 px, y=1634 px
1686401343.7937536 Coordinates x=0 px, y=1700 px
1686401343.8091676 Coordinates x=0 px, y=1700 px
1686401343.8247817 Coordinates x=0 px, y=1719 px
1686401343.8405051 Coordinates x=0 px, y=1719 px
1686401343.8566632 Coordinates x=0 px, y=1727 px
1686401343.8723605 Coordinates x=0 px, y=1727 px
1686401343.887878 Coordinates x=0 px, y=1727 px
1686401343.9032516 Coordinates x=0 px, y=1727 px
1686401343.9188638 Coordinates x=0 px, y=1707 px
1686401343.9344432 Coordinates x=0 px, y=1707 px
1686401343.9495914 Coordinates x=0 px, y=1707 px
1686401343.9658394 Coordinates x=0 px, y=1686 px
1686401343.9814582 Coordinates x=0 px, y=1686 px
1686401343.9965115 Coordinates x=0 px, y=1674 px
1686401344.0117211 Coordinates x=0 px, y=1674 px
1686401344.028276 Coordinates x=0 px, y=1674 px
1686401344.044031 Coordinates x=0 px, y=1674 px
1686401344.0591586 Coordinates x=0 px, y=1690 px
1686401344.0751302 Coordinates x=0 px, y=1690 px
1686401344.0898054 Coordinates x=0 px, y=1697 px
1686401344.1057277 Coordinates x=0 px, y=1697 px
1686401344.1220045 Coordinates x=0 px, y=1700 px
1686401344.1379173 Coordinates x=0 px, y=1700 px
1686401344.1532168 Coordinates x=0 px, y=1714 px
1686401344.1687524 Coordinates x=0 px, y=1714 px
1686401344.1838822 Coordinates x=0 px, y=1714 px
1686401344.1995487 Coordinates x=0 px, y=1724 px
1686401344.2148068 Coordinates x=0 px, y=1724 px
1686401344.2300649 Coordinates x=0 px, y=1732 px
1686401344.2457938 Coordinates x=0 px, y=1732 px
1686401344.2617984 Coordinates x=0 px, y=1743 px
1686401344.2777104 Coordinates x=0 px, y=1743 px
1686401344.292806 Coordinates x=0 px, y=1750 px
1686401344.3087196 Coordinates x=0 px, y=1750 px
1686401344.3248372 Coordinates x=0 px, y=1756 px
1686401344.340527 Coordinates x=0 px, y=1756 px
1686401344.356542 Coordinates x=0 px, y=1760 px
1686401344.3718812 Coordinates x=0 px, y=1760 px
1686401344.3873084 Coordinates x=0 px, y=1764 px
1686401344.4034078 Coordinates x=0 px, y=1764 px
1686401344.4193442 Coordinates x=0 px, y=1719 px
1686401344.4350276 Coordinates x=0 px, y=1719 px
1686401344.450171 Coordinates x=0 px, y=985 px
1686401344.4661202 Coordinates x=0 px, y=985 px
1686401344.4811106 Coordinates x=0 px, y=985 px
1686401344.4971151 Coordinates x=61 px, y=837 px
1686401344.5131083 Coordinates x=83 px, y=741 px
1686401344.529218 Coordinates x=83 px, y=741 px
1686401344.544931 Coordinates x=83 px, y=741 px
1686401344.5609179 Coordinates x=102 px, y=648 px
1686401344.5768316 Coordinates x=102 px, y=648 px
1686401344.592836 Coordinates x=105 px, y=625 px
1686401344.6088452 Coordinates x=105 px, y=625 px
1686401344.6248407 Coordinates x=116 px, y=600 px
1686401344.640275 Coordinates x=116 px, y=600 px
1686401344.6560955 Coordinates x=117 px, y=609 px
1686401344.671721 Coordinates x=117 px, y=609 px
1686401344.6877203 Coordinates x=110 px, y=612 px
1686401344.703741 Coordinates x=110 px, y=612 px
1686401344.7197795 Coordinates x=98 px, y=618 px
1686401344.7350838 Coordinates x=98 px, y=618 px
1686401344.7510457 Coordinates x=98 px, y=618 px
1686401344.7660465 Coordinates x=85 px, y=625 px
1686401344.7820504 Coordinates x=85 px, y=625 px
1686401344.7980504 Coordinates x=65 px, y=637 px
1686401344.8133109 Coordinates x=65 px, y=637 px
1686401344.828736 Coordinates x=53 px, y=643 px
1686401344.844731 Coordinates x=53 px, y=643 px
1686401344.8603654 Coordinates x=45 px, y=645 px
1686401344.8763702 Coordinates x=45 px, y=645 px
1686401344.892605 Coordinates x=40 px, y=645 px
1686401344.9077752 Coordinates x=40 px, y=645 px
1686401344.9233944 Coordinates x=36 px, y=644 px
1686401344.9389727 Coordinates x=36 px, y=644 px
1686401344.954137 Coordinates x=36 px, y=644 px
1686401344.9694448 Coordinates x=36 px, y=644 px
1686401344.984887 Coordinates x=36 px, y=644 px
1686401345.0008388 Coordinates x=38 px, y=640 px
1686401345.0162082 Coordinates x=38 px, y=640 px
1686401345.0316947 Coordinates x=43 px, y=627 px
1686401345.0473466 Coordinates x=43 px, y=627 px
1686401345.0627465 Coordinates x=41 px, y=616 px
1686401345.0783892 Coordinates x=41 px, y=616 px
1686401345.0937893 Coordinates x=43 px, y=612 px
1686401345.1094131 Coordinates x=43 px, y=612 px
1686401345.1252782 Coordinates x=42 px, y=609 px
1686401345.1410904 Coordinates x=42 px, y=609 px
1686401345.1567874 Coordinates x=44 px, y=604 px
1686401345.172054 Coordinates x=44 px, y=604 px
1686401345.188133 Coordinates x=78 px, y=591 px
1686401345.204056 Coordinates x=78 px, y=591 px
1686401345.21985 Coordinates x=153 px, y=571 px
1686401345.2358038 Coordinates x=153 px, y=571 px
1686401345.2507968 Coordinates x=153 px, y=571 px
1686401345.266354 Coordinates x=170 px, y=561 px
1686401345.2815714 Coordinates x=170 px, y=561 px
1686401345.2978532 Coordinates x=181 px, y=553 px
1686401345.313392 Coordinates x=181 px, y=553 px
1686401345.329081 Coordinates x=188 px, y=547 px
1686401345.3446498 Coordinates x=188 px, y=547 px
1686401345.360249 Coordinates x=233 px, y=543 px
1686401345.376017 Coordinates x=233 px, y=543 px
1686401345.3914766 Coordinates x=281 px, y=527 px
1686401345.4072676 Coordinates x=281 px, y=527 px
1686401345.422603 Coordinates x=312 px, y=522 px
1686401345.4387436 Coordinates x=312 px, y=522 px
1686401345.4549778 Coordinates x=325 px, y=522 px
1686401345.4699667 Coordinates x=325 px, y=522 px
