1686480346.4479249 Coordinates x=1238 px, y=674 px
1686480346.4697309 Coordinates x=1238 px, y=674 px
1686480346.485245 Coordinates x=1244 px, y=664 px
1686480346.5004072 Coordinates x=1341 px, y=616 px
1686480346.5174966 Coordinates x=1341 px, y=616 px
1686480346.5333536 Coordinates x=1392 px, y=589 px
1686480346.548767 Coordinates x=1392 px, y=589 px
1686480346.564613 Coordinates x=1420 px, y=566 px
1686480346.5804086 Coordinates x=1420 px, y=566 px
1686480346.5960789 Coordinates x=1420 px, y=566 px
1686480346.6117241 Coordinates x=1438 px, y=547 px
1686480346.6271574 Coordinates x=1438 px, y=547 px
1686480346.6427848 Coordinates x=1473 px, y=515 px
1686480346.6585877 Coordinates x=1473 px, y=515 px
1686480346.6748223 Coordinates x=1484 px, y=498 px
1686480346.6905673 Coordinates x=1484 px, y=498 px
1686480346.7062557 Coordinates x=1496 px, y=488 px
1686480346.7218971 Coordinates x=1496 px, y=488 px
1686480346.7374995 Coordinates x=1503 px, y=479 px
1686480346.753119 Coordinates x=1503 px, y=479 px
1686480346.7688475 Coordinates x=1503 px, y=478 px
1686480346.7844963 Coordinates x=1503 px, y=478 px
1686480346.800315 Coordinates x=1070 px, y=498 px
1686480346.8159292 Coordinates x=1070 px, y=498 px
1686480346.8315692 Coordinates x=936 px, y=534 px
1686480346.8472233 Coordinates x=936 px, y=534 px
1686480346.8631477 Coordinates x=936 px, y=534 px
1686480346.8790004 Coordinates x=820 px, y=564 px
1686480346.8946254 Coordinates x=820 px, y=564 px
1686480346.9101067 Coordinates x=770 px, y=584 px
1686480346.925785 Coordinates x=770 px, y=584 px
1686480346.9413729 Coordinates x=737 px, y=600 px
1686480346.9571114 Coordinates x=737 px, y=600 px
1686480346.973033 Coordinates x=684 px, y=613 px
1686480346.9888325 Coordinates x=684 px, y=613 px
1686480347.0044582 Coordinates x=640 px, y=620 px
1686480347.0201075 Coordinates x=640 px, y=620 px
1686480347.035566 Coordinates x=610 px, y=622 px
1686480347.051184 Coordinates x=610 px, y=622 px
1686480347.0670505 Coordinates x=584 px, y=620 px
1686480347.0827153 Coordinates x=584 px, y=620 px
1686480347.0985248 Coordinates x=568 px, y=620 px
1686480347.1140547 Coordinates x=568 px, y=620 px
1686480347.1296837 Coordinates x=556 px, y=624 px
1686480347.145353 Coordinates x=556 px, y=624 px
1686480347.1609926 Coordinates x=556 px, y=624 px
1686480347.1773238 Coordinates x=530 px, y=642 px
1686480347.193163 Coordinates x=530 px, y=642 px
1686480347.2087655 Coordinates x=512 px, y=661 px
1686480347.2243872 Coordinates x=512 px, y=661 px
1686480347.2400494 Coordinates x=504 px, y=673 px
1686480347.2556765 Coordinates x=504 px, y=673 px
1686480347.2716255 Coordinates x=497 px, y=741 px
1686480347.2873707 Coordinates x=497 px, y=741 px
1686480347.3030999 Coordinates x=492 px, y=768 px
1686480347.3185282 Coordinates x=492 px, y=768 px
1686480347.3343577 Coordinates x=488 px, y=788 px
1686480347.3497777 Coordinates x=488 px, y=788 px
1686480347.3656995 Coordinates x=484 px, y=797 px
1686480347.3813484 Coordinates x=484 px, y=797 px
1686480347.3969939 Coordinates x=482 px, y=802 px
1686480347.4127524 Coordinates x=482 px, y=802 px
1686480347.428373 Coordinates x=482 px, y=802 px
1686480347.4440477 Coordinates x=483 px, y=805 px
1686480347.459668 Coordinates x=483 px, y=805 px
1686480347.4759293 Coordinates x=491 px, y=807 px
1686480347.491777 Coordinates x=491 px, y=807 px
1686480347.5074017 Coordinates x=507 px, y=801 px
1686480347.5230312 Coordinates x=507 px, y=801 px
1686480347.5386608 Coordinates x=534 px, y=784 px
1686480347.5542803 Coordinates x=534 px, y=784 px
1686480347.57016 Coordinates x=543 px, y=775 px
1686480347.5858123 Coordinates x=543 px, y=775 px
1686480347.6014357 Coordinates x=551 px, y=762 px
1686480347.6171591 Coordinates x=551 px, y=762 px
1686480347.6326838 Coordinates x=554 px, y=749 px
1686480347.648402 Coordinates x=554 px, y=749 px
1686480347.6636279 Coordinates x=554 px, y=749 px
1686480347.6792717 Coordinates x=555 px, y=733 px
1686480347.6942 Coordinates x=555 px, y=733 px
1686480347.7170768 Coordinates x=557 px, y=717 px
1686480347.7329004 Coordinates x=558 px, y=705 px
1686480347.748517 Coordinates x=558 px, y=705 px
1686480347.7637572 Coordinates x=558 px, y=705 px
1686480347.7793934 Coordinates x=558 px, y=702 px
1686480347.7946732 Coordinates x=558 px, y=702 px
1686480347.8176565 Coordinates x=559 px, y=700 px
1686480347.8332872 Coordinates x=638 px, y=678 px
1686480347.8488822 Coordinates x=638 px, y=678 px
1686480347.8641214 Coordinates x=751 px, y=671 px
1686480347.8799953 Coordinates x=751 px, y=671 px
1686480347.895639 Coordinates x=751 px, y=671 px
1686480347.9112496 Coordinates x=822 px, y=660 px
1686480347.9268677 Coordinates x=822 px, y=660 px
1686480347.9425728 Coordinates x=839 px, y=656 px
1686480347.9584334 Coordinates x=839 px, y=656 px
1686480347.9732993 Coordinates x=856 px, y=652 px
1686480348.0001495 Coordinates x=856 px, y=652 px
1686480348.0155396 Coordinates x=864 px, y=647 px
1686480348.0317774 Coordinates x=864 px, y=647 px
1686480348.0505345 Coordinates x=866 px, y=644 px
1686480348.066029 Coordinates x=866 px, y=644 px
1686480348.0814064 Coordinates x=867 px, y=642 px
1686480348.1012905 Coordinates x=867 px, y=642 px
1686480348.11696 Coordinates x=867 px, y=640 px
1686480348.1318202 Coordinates x=867 px, y=640 px
1686480348.1471863 Coordinates x=867 px, y=639 px
