1686480042.6822925 Coordinates x=268 px, y=665 px
1686480042.7027526 Coordinates x=778 px, y=510 px
1686480042.7261322 Coordinates x=778 px, y=510 px
1686480042.7421174 Coordinates x=895 px, y=465 px
1686480042.7574923 Coordinates x=895 px, y=465 px
1686480042.7733326 Coordinates x=987 px, y=392 px
1686480042.78894 Coordinates x=987 px, y=392 px
1686480042.8047 Coordinates x=1014 px, y=358 px
1686480042.82053 Coordinates x=1014 px, y=358 px
1686480042.8365283 Coordinates x=1041 px, y=330 px
1686480042.852223 Coordinates x=1041 px, y=330 px
1686480042.867699 Coordinates x=1083 px, y=296 px
1686480042.8829026 Coordinates x=1083 px, y=296 px
1686480042.8990448 Coordinates x=1101 px, y=276 px
1686480042.9224594 Coordinates x=1101 px, y=276 px
1686480042.9384177 Coordinates x=1108 px, y=256 px
1686480042.9532773 Coordinates x=1110 px, y=248 px
1686480042.96828 Coordinates x=1110 px, y=248 px
1686480042.984309 Coordinates x=1110 px, y=248 px
1686480042.999998 Coordinates x=1113 px, y=236 px
1686480043.0158687 Coordinates x=1113 px, y=236 px
1686480043.031497 Coordinates x=1113 px, y=231 px
1686480043.0475423 Coordinates x=1113 px, y=231 px
1686480043.0631976 Coordinates x=1111 px, y=223 px
1686480043.0787969 Coordinates x=1111 px, y=223 px
1686480043.0940225 Coordinates x=1104 px, y=203 px
1686480043.109962 Coordinates x=1104 px, y=203 px
1686480043.125558 Coordinates x=1093 px, y=188 px
1686480043.1406066 Coordinates x=1093 px, y=188 px
1686480043.1567197 Coordinates x=1093 px, y=188 px
1686480043.1725225 Coordinates x=1079 px, y=170 px
1686480043.1883905 Coordinates x=1079 px, y=170 px
1686480043.2057226 Coordinates x=1049 px, y=155 px
1686480043.2217515 Coordinates x=1049 px, y=155 px
1686480043.236782 Coordinates x=1028 px, y=146 px
1686480043.2525685 Coordinates x=1028 px, y=146 px
1686480043.2723854 Coordinates x=1017 px, y=140 px
1686480043.2881093 Coordinates x=1017 px, y=140 px
1686480043.3042223 Coordinates x=1006 px, y=147 px
1686480043.3354998 Coordinates x=997 px, y=153 px
1686480043.351131 Coordinates x=997 px, y=153 px
1686480043.366783 Coordinates x=980 px, y=167 px
1686480043.3824725 Coordinates x=980 px, y=167 px
1686480043.3984234 Coordinates x=972 px, y=180 px
1686480043.4142745 Coordinates x=972 px, y=180 px
1686480043.4298825 Coordinates x=973 px, y=191 px
1686480043.445489 Coordinates x=973 px, y=191 px
1686480043.4608102 Coordinates x=978 px, y=210 px
1686480043.476704 Coordinates x=978 px, y=210 px
1686480043.4922214 Coordinates x=991 px, y=229 px
1686480043.5081086 Coordinates x=991 px, y=229 px
1686480043.5231872 Coordinates x=991 px, y=229 px
1686480043.5389395 Coordinates x=1013 px, y=243 px
1686480043.554833 Coordinates x=1013 px, y=243 px
1686480043.5728734 Coordinates x=1034 px, y=252 px
1686480043.5883055 Coordinates x=1034 px, y=252 px
1686480043.6040397 Coordinates x=1084 px, y=260 px
1686480043.6197877 Coordinates x=1084 px, y=260 px
1686480043.6355171 Coordinates x=1110 px, y=255 px
1686480043.6511343 Coordinates x=1110 px, y=255 px
1686480043.6667628 Coordinates x=1131 px, y=245 px
1686480043.6823747 Coordinates x=1131 px, y=245 px
1686480043.6983 Coordinates x=1146 px, y=238 px
1686480043.7141294 Coordinates x=1146 px, y=238 px
1686480043.7297413 Coordinates x=1153 px, y=234 px
1686480043.745354 Coordinates x=1153 px, y=234 px
1686480043.7610178 Coordinates x=1153 px, y=233 px
1686480043.7766411 Coordinates x=1153 px, y=233 px
1686480043.7922418 Coordinates x=1149 px, y=230 px
1686480043.8079379 Coordinates x=1149 px, y=230 px
1686480043.8237019 Coordinates x=1127 px, y=229 px
1686480043.839385 Coordinates x=1127 px, y=229 px
1686480043.8550406 Coordinates x=1101 px, y=229 px
1686480043.8706572 Coordinates x=1101 px, y=229 px
1686480043.8862798 Coordinates x=1101 px, y=229 px
1686480043.9021618 Coordinates x=1065 px, y=225 px
1686480043.9179845 Coordinates x=1065 px, y=225 px
1686480043.9336042 Coordinates x=1046 px, y=219 px
1686480043.9492576 Coordinates x=1046 px, y=219 px
1686480043.9648867 Coordinates x=1029 px, y=214 px
1686480043.9805076 Coordinates x=1029 px, y=214 px
1686480043.9961512 Coordinates x=1021 px, y=209 px
1686480044.0120382 Coordinates x=1021 px, y=209 px
1686480044.0278745 Coordinates x=1015 px, y=208 px
1686480044.0435064 Coordinates x=1015 px, y=208 px
1686480044.0589988 Coordinates x=1011 px, y=206 px
1686480044.074272 Coordinates x=1011 px, y=206 px
1686480044.0894175 Coordinates x=1008 px, y=206 px
1686480044.1051266 Coordinates x=1008 px, y=206 px
